id,noaaID,lat,lon,hasNOAAMeta,model,prediction_window_start,prediction_window_end,issue_time,CPlus,MPlus,C,M,X,prediction_date,MPlus_avg
9ec08331-2e8a-4870-9531-14030f711ab1,13641,11,-13.0,True,ASAP_1,2024/4/15 0:00,2024/4/16 0:00,2024/4/15 0:00,,0.065499999,0.314999998,0.065499999,0.0,20240415,0.046875
b64f7f23-44d9-4fe9-9b35-dd38d80a03e5,13641,11,1.0,True,AMOS_v1,2024/4/16 0:00,2024/4/17 0:00,2024/4/16 0:30,0.253199995,0.0317,,,0.0012,20240416,0.011233333333333333
d78be1eb-2c94-4dfe-ac55-7411cc6ccc6e,13641,12,14.0,True,MAG4_LOS_FEr,2024/4/17 0:00,2024/4/18 0:00,2024/4/17 0:00,,0.0,,0.0,0.0,20240417,0.0
c4211024-bc31-4299-bfd0-0a9fcc2ef62b,13641,9,45.0,True,MAG4_LOS_FEr,2024/4/19 0:00,2024/4/20 0:00,2024/4/19 0:00,,0.001,,0.001,0.0,20240419,0.001
9e33cd05-ce08-40ef-96c7-4c9699c1dc0e,13643,-10,-63.0,True,NOAA_1,2024/4/16 0:00,2024/4/17 0:00,2024/4/15 22:00,,0.100000001,0.5,0.100000001,0.0,20240416,0.100000001
dfbdde64-1ae0-4745-a64a-0a04ab72f073,13643,-13,-48.0,True,AMOS_v1,2024/4/17 0:00,2024/4/18 0:00,2024/4/17 0:30,0.682299972,0.120499998,,,0.0046,20240417,0.120499998
7727f255-de73-4f52-b377-2f461e00d0a3,13644,12,-72.0,True,NOAA_1,2024/4/17 0:00,2024/4/18 0:00,2024/4/16 22:00,,0.050000001,0.200000003,0.050000001,0.0,20240417,0.050000001
2fe81173-e0a0-41b5-8f17-c52bba5fbba0,13644,12,-60.0,True,AMOS_v1,2024/4/18 0:00,2024/4/19 0:00,2024/4/18 0:30,0.180700004,0.0199,,,0.0,20240418,0.019300000333333334
2bb83beb-4fd4-4c29-af7f-4293f3630c3d,13646,21,-59.0,True,NOAA_1,2024/4/18 0:00,2024/4/19 0:00,2024/4/17 22:00,,0.02,0.150000006,0.01,0.01,20240418,0.02
65fde6f9-8497-4e3c-9de9-fc675016c7f5,13646,21,-50.0,True,AMOS_v1,2024/4/19 0:00,2024/4/20 0:00,2024/4/19 0:30,0.100900002,0.0109,,,0.0009,20240419,0.0109
057ec33b-e99b-4ea2-b6c1-3aa793b3cbfc,13646,22,74.0,True,DAFFS,2024/4/28 23:54,2024/4/29 23:54,2024/4/28 23:54,0.042289555,0.000544703,,,0.00019292,20240428,0.000544703
