CLASS,noaaID,FITS文件,NOAA_NUM,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
C,13462,hmi.sharp_cea_720s.10225.20231010_101200_TAI.magnetogram.fits,1,-0.3855000016410171,-0.5004659183711461,-0.41832672349654415,-0.39622902135470234,-0.43947051388062924,-0.36269367790669504,-0.5952844954427409,-0.7702647736789138,0.49372707538550337,-0.9826877194370548
C,13462,hmi.sharp_cea_720s.10225.20231010_104800_TAI.magnetogram.fits,1,-0.3669014206941705,-0.4904969345776996,-0.394466797946371,-0.3831564104673063,-0.42216851294682095,-0.3525151497849345,-0.57792481409247,-0.7381638162792259,0.44279375582095704,-0.9624861148754457
C,13462,hmi.sharp_cea_720s.10225.20231010_112400_TAI.magnetogram.fits,1,-0.33265123402642605,-0.5107267136991044,-0.37443358018357414,-0.3425705730304487,-0.10530105962505226,-0.3230955216129738,-0.5712240874462998,-0.8646280949244076,0.5389226963435637,-1.0742479729466072
C,13462,hmi.sharp_cea_720s.10225.20231010_114800_TAI.magnetogram.fits,1,-0.3600229469544615,-0.5056076444696275,-0.37468521787778675,-0.3416780145907373,-0.18970433577145757,-0.3272947012882945,-0.5679556228435536,-0.8563618907983349,0.6020616667932902,-0.9652908132546953
C,13462,hmi.sharp_cea_720s.10225.20231010_123600_TAI.magnetogram.fits,1,-0.36899941665435987,-0.501690919505653,-0.3856622744968581,-0.2932188347845905,-0.15753253128824862,-0.32746480711342313,-0.5542468707719269,-0.8363357727191375,0.4486459151321668,-0.9472958041018332
C,13462,hmi.sharp_cea_720s.10225.20231010_130000_TAI.magnetogram.fits,1,-0.35966243765496364,-0.5070230938584033,-0.3759011613522003,-0.2743794670876711,-0.07141773137460472,-0.31600661873708225,-0.5510224179260456,-0.875319348859385,0.21226018493884982,-1.0127989634924557
C,13462,hmi.sharp_cea_720s.10225.20231010_133600_TAI.magnetogram.fits,1,-0.37575975515642296,-0.5089417665034177,-0.39059462064302486,-0.3679576138017154,-0.23040896952494344,-0.33521678856675174,-0.5450918630395737,-0.8559382780749873,0.3662709827502852,-0.9527605151212295
C,13462,hmi.sharp_cea_720s.10225.20231010_141200_TAI.magnetogram.fits,1,-0.36054138866963753,-0.5013845063903188,-0.37543973263744973,-0.29359347000137737,-0.16628091678677298,-0.33186833480797606,-0.5214525024570565,-0.8109182111247348,0.492420396260048,-0.9353867802233393
C,13462,hmi.sharp_cea_720s.10225.20231010_144800_TAI.magnetogram.fits,1,-0.376460313545286,-0.4963191311272874,-0.38930313995836663,-0.28832617967815694,-0.18089369387008677,-0.33456176918271924,-0.5088039859832066,-0.7830490977948817,0.45429628506987385,-0.8688102264177122
C,13462,hmi.sharp_cea_720s.10225.20231010_152400_TAI.magnetogram.fits,1,-0.3803388241358327,-0.48131443106481375,-0.3767647483230402,-0.2837152145961795,-0.11440494989962054,-0.32971536789073314,-0.508349108848888,-0.7378101476418673,0.4457146813499157,-0.7206037472874378
C,13462,hmi.sharp_cea_720s.10225.20231010_160000_TAI.magnetogram.fits,1,-0.34684106274324955,-0.4759839935032581,-0.3433670246621323,-0.29198803153892244,-0.17534957435802045,-0.30549869438530036,-0.5084094150772733,-0.7628263105246768,0.44047784863145734,-0.7662778132044608
C,13462,hmi.sharp_cea_720s.10225.20231010_163600_TAI.magnetogram.fits,1,-0.3403077529616624,-0.47262426193490553,-0.3263632428008601,-0.3040815069773546,-0.1509294859693082,-0.27147486316026526,-0.5006566760728788,-0.8121051867086421,0.3984862015146545,-0.8294539887606909
C,13462,hmi.sharp_cea_720s.10225.20231010_171200_TAI.magnetogram.fits,1,-0.34995382278902415,-0.4699784376036974,-0.33756218049114484,-0.25307041523139556,-0.04847271731177104,-0.25918693335650034,-0.4793464584956021,-0.8274226659733607,0.5083135555664159,-0.8235499777032681
C,13462,hmi.sharp_cea_720s.10225.20231010_174800_TAI.magnetogram.fits,1,-0.3301373635101596,-0.4708613091929282,-0.31547028164566504,-0.2284581057802995,-0.13076500283504272,-0.2392544907076543,-0.48076068391767995,-0.8514811723806647,0.500007647898258,-0.9311519568596022
C,13463,hmi.sharp_cea_720s.10235.20231013_000000_TAI.magnetogram.fits,1,-0.2601720264853335,-0.40906900383862194,-0.26172576899548294,-0.2837907628733241,-0.29332492449385367,-0.2267988615833435,-0.2770268752053815,-0.60169080095509,0.4540454509064206,-0.4083305003008868
C,13463,hmi.sharp_cea_720s.10235.20231013_003600_TAI.magnetogram.fits,1,-0.2557666395713737,-0.4095846027867321,-0.2484513599607363,-0.23804981404715592,-0.27299523937075176,-0.22969222454995813,-0.27366499143758527,-0.6114213814329632,0.3974789281094179,-0.4031778424663452
C,13463,hmi.sharp_cea_720s.10235.20231013_011200_TAI.magnetogram.fits,1,-0.27066528191939093,-0.4159589292344896,-0.26582985372835294,-0.2609990422992847,-0.29232539750012043,-0.24039786893413007,-0.26207082551992095,-0.6258120035658181,0.2809206755893516,-0.38591597919916937
C,13463,hmi.sharp_cea_720s.10235.20231013_014800_TAI.magnetogram.fits,1,-0.26011639144478876,-0.4246655126682993,-0.2656961613637766,-0.22953942200838842,-0.22948474195276475,-0.24244570622707592,-0.2527222664070849,-0.6496218750557615,-0.1523781236324505,-0.41986678193627297
C,13463,hmi.sharp_cea_720s.10235.20231013_022400_TAI.magnetogram.fits,1,-0.26381363808481006,-0.429533665347715,-0.26084102159079686,-0.2308286305585593,-0.21999946802264422,-0.2492752277288163,-0.25068137427141934,-0.6601017264769956,0.23566226550361746,-0.42298246758410857
C,13463,hmi.sharp_cea_720s.10235.20231013_030000_TAI.magnetogram.fits,1,-0.2704092238561153,-0.43344250882315366,-0.2715308380288061,-0.22482452446197954,-0.23358946191130162,-0.2579480451759644,-0.25078840861983986,-0.6706958906183256,-0.24641484537616143,-0.42353848545355943
C,13463,hmi.sharp_cea_720s.10235.20231013_033600_TAI.magnetogram.fits,1,-0.26602259097085906,-0.43543373257570667,-0.26218242542163933,-0.20117734215989683,-0.11068543362810494,-0.2582267899669651,-0.24658262076319423,-0.6795960077141963,-0.15835732890772686,-0.40141663273385625
C,13463,hmi.sharp_cea_720s.10235.20231013_041200_TAI.magnetogram.fits,1,-0.24001861364920143,-0.4400406877689819,-0.24474776432101328,-0.21241705017790358,-0.2529464603707559,-0.25321866348763206,-0.23558336556820408,-0.6939397074686777,0.24454375503543113,-0.4213655779566539
C,13463,hmi.sharp_cea_720s.10235.20231013_044800_TAI.magnetogram.fits,1,-0.21063087792061902,-0.44407005539329375,-0.21562600744696178,-0.2129288587901155,-0.2467251109310088,-0.2459479552500641,-0.22211116077836252,-0.7000680665561462,0.174377916481612,-0.4723020043232701
C,13463,hmi.sharp_cea_720s.10235.20231013_052400_TAI.magnetogram.fits,1,-0.23154335624597963,-0.4528917568668686,-0.2686216122075463,-0.19332036612847053,-0.22267414225146412,-0.2804849028826733,-0.22986597474807252,-0.6288960167940927,0.025870820612765945,-0.5070808070996005
C,13463,hmi.sharp_cea_720s.10235.20231013_061200_TAI.magnetogram.fits,1,-0.2821608722638484,-0.46014662054078553,-0.3424712190529533,-0.24594584910720071,-0.2769800981602549,-0.3097296468463054,-0.23916912561160408,-0.5694036126456102,-0.6264302490362635,-0.6393596278773774
C,13463,hmi.sharp_cea_720s.10235.20231013_064800_TAI.magnetogram.fits,1,-0.28714630426055343,-0.46267800009493576,-0.3329348131758545,-0.2578926338574715,-0.16480350425273782,-0.3076469816033442,-0.2357411642705609,-0.6363416161788196,0.020997650450918642,-0.5839560579779448
C,13463,hmi.sharp_cea_720s.10235.20231013_072400_TAI.magnetogram.fits,1,-0.3037781262821905,-0.4694753230626327,-0.33208606658099277,-0.2701150073479168,-0.22197492979707853,-0.3060407234738317,-0.2422043253077155,-0.7253126814620948,0.22991050707061805,-0.5019318056057481
C,13463,hmi.sharp_cea_720s.10235.20231013_080000_TAI.magnetogram.fits,1,-0.3396726109360916,-0.4790349346856642,-0.3587079939873601,-0.31479692321918,-0.26344526675508123,-0.31194219985579413,-0.23589768017720772,-0.7898266234260414,0.00755513948121421,-0.4611823905967629
C,13463,hmi.sharp_cea_720s.10235.20231013_083600_TAI.magnetogram.fits,1,-0.3420479764226387,-0.4826149470608826,-0.3477809819081415,-0.35442106506298166,-0.36719798059289577,-0.2948810922886899,-0.2362774668007899,-0.8433215104653894,0.008192701175212586,-0.49656473127712897
C,13463,hmi.sharp_cea_720s.10235.20231013_091200_TAI.magnetogram.fits,1,-0.32042865822616073,-0.48166949024313627,-0.3026534394895888,-0.41731865796830875,-0.3809905144531188,-0.28418870387820244,-0.2376586534362443,-0.8581257679021319,-0.21038294610643074,-0.45567346884096527
C,13463,hmi.sharp_cea_720s.10235.20231013_094800_TAI.magnetogram.fits,1,-0.3065702646245588,-0.48250993615755056,-0.2990657596291063,-0.3392796427543919,-0.3366700643067768,-0.2950172819808872,-0.23207914585327788,-0.8415378566908776,0.1976156548205665,-0.4395756605054801
C,13463,hmi.sharp_cea_720s.10235.20231013_102400_TAI.magnetogram.fits,1,-0.31081973845949973,-0.48696423282852047,-0.31623112025674815,-0.34266672433994755,-0.30474302234327005,-0.31146676804036577,-0.22205187411304164,-0.8084911349494496,-0.29958966478491705,-0.5224392599674155
C,13463,hmi.sharp_cea_720s.10235.20231013_110000_TAI.magnetogram.fits,1,-0.32314945745479534,-0.4958678110502928,-0.3514967510566871,-0.271608436788456,-0.40040280623263025,-0.3361525673958612,-0.21851476638324205,-0.7769552463252875,0.22303326295443698,-0.6688484803248805
C,13463,hmi.sharp_cea_720s.10235.20231013_113600_TAI.magnetogram.fits,1,-0.33195305370603495,-0.5036334646529815,-0.38124008144914934,-0.20739001800546278,-0.24225597444164385,-0.3534694465802426,-0.21652848575280925,-0.7610411482593655,-0.14928370670276683,-0.816599999124041
C,13463,hmi.sharp_cea_720s.10235.20231013_121200_TAI.magnetogram.fits,1,-0.32869088553577264,-0.5065553700838658,-0.3829778356077522,-0.2148103668547933,-0.23647345780740883,-0.362449824546646,-0.21570162999423098,-0.763133869230675,0.015946729789680855,-0.8252178701847434
C,13463,hmi.sharp_cea_720s.10235.20231013_124800_TAI.magnetogram.fits,1,-0.3496543780242701,-0.5135955547955487,-0.4038872083796343,-0.21616453287132753,-0.2990565922867828,-0.3784895105764689,-0.2178881750555295,-0.7697291097838815,-0.39689103023590444,-0.8705311296419933
C,13463,hmi.sharp_cea_720s.10235.20231013_132400_TAI.magnetogram.fits,1,-0.33822563970546204,-0.5156749624637676,-0.3947315196019202,-0.24041511375396588,-0.3657560089112754,-0.38276019575546233,-0.22676130387850213,-0.7874448993733527,-0.12328511910354935,-0.8512182823469279
C,13463,hmi.sharp_cea_720s.10235.20231013_141200_TAI.magnetogram.fits,1,-0.3413701658943211,-0.5160294464881984,-0.37730282955236516,-0.34990819991084393,-0.4752161867671248,-0.3700088279935211,-0.2311229279330849,-0.8383257832838372,-0.5352729180364547,-0.7769404029363802
C,13463,hmi.sharp_cea_720s.10235.20231013_144800_TAI.magnetogram.fits,1,-0.344292554024078,-0.5142545953404793,-0.3582681278229827,-0.32412905593330604,-0.4601094401656554,-0.35930308781084547,-0.24509734230011482,-0.877091982336546,-0.10704726771868583,-0.6988945962765439
C,13463,hmi.sharp_cea_720s.10235.20231013_152400_TAI.magnetogram.fits,1,-0.353580717562903,-0.5129437441712709,-0.34712662830567476,-0.3692874912873936,-0.3939601041079593,-0.34652209118756644,-0.25040741582225673,-0.9211241778593623,-0.13811720730752355,-0.6571225461571016
C,13463,hmi.sharp_cea_720s.10235.20231013_160000_TAI.magnetogram.fits,1,-0.37792756488503576,-0.5155568917584447,-0.3712599096360715,-0.39177638315613617,-0.45507024277883673,-0.3549089812643289,-0.2435090261758275,-0.9393200689953554,-0.19016849569190547,-0.6268549799034245
C,13463,hmi.sharp_cea_720s.10235.20231013_163600_TAI.magnetogram.fits,1,-0.4087710659194037,-0.523651397915124,-0.41133099605659096,-0.40129306546790355,-0.4553249568076072,-0.38425031378083757,-0.23933959532014226,-0.9391296641984228,0.0747424963772445,-0.6852179733651366
C,13463,hmi.sharp_cea_720s.10235.20231013_171200_TAI.magnetogram.fits,1,-0.4222735718340219,-0.5277021956866654,-0.4358126582479169,-0.3906554707702276,-0.41983702701479375,-0.4075126575962952,-0.24364495061607494,-0.9126956957569291,0.18996218482870356,-0.7729051599995851
C,13463,hmi.sharp_cea_720s.10235.20231013_174800_TAI.magnetogram.fits,1,-0.4186667329618804,-0.525119835947509,-0.43413826779073605,-0.29810431619923333,-0.2759254859955586,-0.41399624954672204,-0.23845013344607208,-0.8677085732955022,-0.06690616125068932,-0.7851696235733829
C,13463,hmi.sharp_cea_720s.10235.20231013_182400_TAI.magnetogram.fits,1,-0.38555200305174525,-0.5245037205404559,-0.43677059844762406,-0.2648263377277421,-0.21660988788893298,-0.4236379488228277,-0.2445577957055901,-0.7857840842614225,0.16407038332646934,-0.9329922427059795
C,13463,hmi.sharp_cea_720s.10235.20231013_190000_TAI.magnetogram.fits,1,-0.38054835512405577,-0.5271256829757085,-0.44127043412701616,-0.31031705912227964,-0.350481306805811,-0.43732152201426777,-0.24901800718308398,-0.7429836961939524,-0.0929874823558737,-1.0336685858360137
C,13463,hmi.sharp_cea_720s.10235.20231013_193600_TAI.magnetogram.fits,1,-0.32942469057155394,-0.5256700227126014,-0.36319948005848834,-0.2805924253795365,-0.28839746847902825,-0.40869258237485984,-0.23937195439805622,-0.8339466843806571,0.07189841980247302,-0.9258730561162811
C,13463,hmi.sharp_cea_720s.10235.20231013_201200_TAI.magnetogram.fits,1,-0.3221713053321918,-0.5266566348526874,-0.3211280232452554,-0.3557695688270968,-0.4420797103515756,-0.39678982834558546,-0.23688271156751833,-0.918012788492551,-0.1361760802252586,-0.8055323364212587
C,13463,hmi.sharp_cea_720s.10235.20231013_204800_TAI.magnetogram.fits,1,-0.3581753105144891,-0.530720210152453,-0.3520695963978382,-0.30342831714916013,-0.2907765293644677,-0.4109475608482322,-0.2342454009916772,-0.9359186336692736,-0.1128964778955537,-0.7559963691020468
C,13463,hmi.sharp_cea_720s.10235.20231013_212400_TAI.magnetogram.fits,1,-0.41308344352473503,-0.5346484750754646,-0.41966179968241435,-0.3409433736168656,-0.37580436777064025,-0.441850907012997,-0.2403915322924917,-0.9129681695800701,0.01717671770534371,-0.7457711334912446
C,13463,hmi.sharp_cea_720s.10235.20231013_220000_TAI.magnetogram.fits,1,-0.44558869543603596,-0.5401140058244798,-0.4518240885980049,-0.3968953018100083,-0.41250850082579765,-0.4564607397786087,-0.25713480558735413,-0.9152693330973497,0.016507435671040113,-0.8473449843167264
C,13463,hmi.sharp_cea_720s.10235.20231013_224800_TAI.magnetogram.fits,1,-0.4793567377261435,-0.5439836368696023,-0.4881551802460021,-0.4316922827727622,-0.4821619386663831,-0.48150149856004704,-0.2652295035718895,-0.88760448605075,-0.06888162174345508,-0.8730116531374255
C,13463,hmi.sharp_cea_720s.10235.20231013_232400_TAI.magnetogram.fits,1,-0.46639326752615773,-0.542819788141007,-0.47885935765217513,-0.4004594490917175,-0.3711312104775833,-0.48831519945827917,-0.27091340452598117,-0.8673800762620948,0.10504079153630806,-0.8131733262076197
C,13463,hmi.sharp_cea_720s.10235.20231014_000000_TAI.magnetogram.fits,1,-0.4556162272941648,-0.5433631571871046,-0.4679776102371108,-0.36889034698845474,-0.34112943067414114,-0.4874329281332214,-0.2802851206966369,-0.8673957930733199,0.1066529186781565,-0.8084284619093013
C,13464,hmi.sharp_cea_720s.10245.20231014_162400_TAI.magnetogram.fits,1,-0.48472941997962743,-0.28332190248137407,-0.5404155642531161,0.0683612072690374,0.19968859857307408,-0.5741326891147442,-0.5708501846284749,1.2113795965226914,0.5321909748610236,1.5490262064903437
C,13464,hmi.sharp_cea_720s.10245.20231014_172400_TAI.magnetogram.fits,1,-0.48624068580152807,-0.27360800642949895,-0.5640015361592481,0.23361742385138792,0.3141625112344219,-0.587666980536538,-0.564542256702257,1.4537247724114697,0.6325882318088658,1.7276613043858733
C,13464,hmi.sharp_cea_720s.10245.20231014_180000_TAI.magnetogram.fits,1,-0.4665306515189622,-0.2662070630681531,-0.558894482900815,0.2715138509361657,0.33431342701249944,-0.5810658478616808,-0.5578484704999291,1.701115268007667,0.6337364532602872,1.6922406650860844
C,13464,hmi.sharp_cea_720s.10245.20231014_183600_TAI.magnetogram.fits,1,-0.4558811683804435,-0.2545337266631142,-0.5575010895759368,0.2851066290693787,0.3534628463099395,-0.5823449904580812,-0.5592345213780764,2.0191877272732084,0.6027746028743046,1.6525382773179849
C,13464,hmi.sharp_cea_720s.10245.20231014_191200_TAI.magnetogram.fits,1,-0.43025519882564267,-0.24659019575144495,-0.5271490723616891,0.24303484609346976,0.20847949406372193,-0.5795600702435357,-0.566738645181505,2.028717421912564,0.6440704806153429,1.5843447161383388
C,13464,hmi.sharp_cea_720s.10245.20231014_202400_TAI.magnetogram.fits,1,-0.3939660613957935,-0.2331637319492025,-0.4794336331624836,0.2407709927313706,0.31011659141258396,-0.568312725717502,-0.5725451952468281,1.5786466726648607,0.4112671119162483,1.6468860951762345
C,13464,hmi.sharp_cea_720s.10245.20231014_210000_TAI.magnetogram.fits,1,-0.44347369426473005,-0.24375614784965088,-0.5343763468437127,0.18101924858047053,0.20260486649943568,-0.5916985555356179,-0.5736619257608803,1.731220824660571,0.5329117638695305,1.9108218799411811
C,13464,hmi.sharp_cea_720s.10245.20231014_213600_TAI.magnetogram.fits,1,-0.49457362370909513,-0.2515945046647003,-0.572593524711959,0.1343463857728848,0.15812298087167348,-0.6049945487563823,-0.5684299977311662,1.836287873990943,0.5950928486265681,2.0279342677092025
C,13464,hmi.sharp_cea_720s.10245.20231014_221200_TAI.magnetogram.fits,1,-0.5027424601899743,-0.2572141390523584,-0.5790329516297166,0.10555490944159804,0.11811147963665439,-0.6118969411790237,-0.5608927226802186,1.8830222255191253,0.5808791870356306,2.0921002084928126
C,13464,hmi.sharp_cea_720s.10245.20231014_224800_TAI.magnetogram.fits,1,-0.48446519635697427,-0.25636336929432363,-0.5714274247191348,0.1279101712648212,0.1575139832082109,-0.615045237237458,-0.5683129308821917,1.892116453310585,0.5727536360786074,2.1723241220899583
C,13464,hmi.sharp_cea_720s.10245.20231014_232400_TAI.magnetogram.fits,1,-0.48067790068088606,-0.25781778065872424,-0.5547395622931155,0.12418912450852188,0.2483128018328769,-0.6076439619873446,-0.5645345253246437,1.8032149377676725,0.6106558557725905,2.069999983957864
C,13464,hmi.sharp_cea_720s.10245.20231015_000000_TAI.magnetogram.fits,1,-0.4660225292242527,-0.2514761304728938,-0.5512741979343365,0.17477265437700676,0.25251472543596626,-0.6007742195415062,-0.5626384964166741,1.8194839041368642,0.6629113819978242,2.0320963918651005
C,13464,hmi.sharp_cea_720s.10245.20231015_003600_TAI.magnetogram.fits,1,-0.4787636812641238,-0.2544018462380478,-0.554989369977775,0.15241942483449628,0.2477976040806859,-0.6021558936606136,-0.5647781996612078,1.811940998781068,0.7262240084511229,1.9940195202096074
C,13464,hmi.sharp_cea_720s.10245.20231015_011200_TAI.magnetogram.fits,1,-0.479093680716988,-0.25836475297404843,-0.5449069668660973,0.07873610765897308,0.11339248692189982,-0.5986096546572134,-0.5749463367060933,1.707743457800851,0.4524820530657324,2.031097113954741
C,13464,hmi.sharp_cea_720s.10245.20231015_014800_TAI.magnetogram.fits,1,-0.4830787956697398,-0.2526204504850637,-0.5435402676295742,0.04267187603221082,0.004292711292921689,-0.5990327435552202,-0.5738717703770496,1.7295324077303782,0.5523692880921832,2.0885990639728957
C,13464,hmi.sharp_cea_720s.10245.20231015_021200_TAI.magnetogram.fits,1,-0.49629540703170394,-0.26070715036193076,-0.5562731740303194,-0.024701076266192886,-0.1472797085649773,-0.6000746273066472,-0.5784318125264762,1.6736731834795382,0.5778094605329951,2.0792838047990103
C,13464,hmi.sharp_cea_720s.10245.20231015_024800_TAI.magnetogram.fits,1,-0.48924818672939546,-0.25635385731923105,-0.565035691856323,-0.04233681219951881,-0.06407234213543149,-0.5975699794652679,-0.5660349649994495,1.6895577578861634,0.6091583539383133,2.0727342327083766
C,13464,hmi.sharp_cea_720s.10245.20231015_032400_TAI.magnetogram.fits,1,-0.49933853341006773,-0.25917878616330214,-0.5703344765509685,-0.1335467921732159,-0.08769089593986418,-0.5949204040693684,-0.5641450843657169,1.6034018381324835,0.37374458298110214,2.1053054981034434
C,13464,hmi.sharp_cea_720s.10245.20231015_040000_TAI.magnetogram.fits,1,-0.49907045121510885,-0.25963678318398875,-0.5662313474138829,-0.19522040089353215,-0.1308379640484407,-0.5878724660187277,-0.5684003537805888,1.5539731557464826,0.5467931540384677,2.059094433485741
C,13464,hmi.sharp_cea_720s.10245.20231015_043600_TAI.magnetogram.fits,1,-0.4882926031014309,-0.2499157639982063,-0.5559403888415998,-0.17490370097406818,-0.12531587860475957,-0.5724518351141633,-0.5679823996592105,1.4677392695864533,0.4908802211376891,1.9513469505615395
C,13464,hmi.sharp_cea_720s.10245.20231015_051200_TAI.magnetogram.fits,1,-0.45702851548041257,-0.23176264646239866,-0.5140053322304619,-0.12958955293809818,-0.09814316613387522,-0.5505600222051064,-0.5624820175850478,1.3891193185064687,0.479019097728158,1.797412993460067
C,13464,hmi.sharp_cea_720s.10245.20231015_054800_TAI.magnetogram.fits,1,-0.4119295010521755,-0.22234229584358678,-0.47741500819686444,-0.11806160162323892,-0.04498133542090093,-0.5404028063649376,-0.5519213092136692,1.4771348629571184,0.42937299986086247,1.678419071364944
C,13464,hmi.sharp_cea_720s.10245.20231015_062400_TAI.magnetogram.fits,1,-0.4179810700294153,-0.22171477064644124,-0.4963006195335276,-0.12712743560024423,-0.218264715807695,-0.5489664954659053,-0.5446841675763746,1.7881998479554413,0.4103649854379769,1.7411620944932553
C,13464,hmi.sharp_cea_720s.10245.20231015_070000_TAI.magnetogram.fits,1,-0.4494060518088856,-0.2329195567041449,-0.5405927762478615,-0.20224222134600314,-0.3252738449095182,-0.5526248175645179,-0.5389049998853769,1.8843545435976483,0.4643063808805099,1.7867887643194464
C,13464,hmi.sharp_cea_720s.10245.20231015_073600_TAI.magnetogram.fits,1,-0.4598448821871602,-0.2551763201208537,-0.5517909575038492,-0.19498810750628867,-0.3445288067006932,-0.5571813954879319,-0.5374452908281194,1.6431458670526151,0.4813135859721936,1.8073464530838708
C,13464,hmi.sharp_cea_720s.10245.20231015_081200_TAI.magnetogram.fits,1,-0.4859720199322672,-0.25928131108084784,-0.5628284351659464,-0.28553828885259946,-0.39879121484544866,-0.5683758823238612,-0.5376958302226507,1.4729576500099775,-0.2962911746172286,1.956290155849278
C,13464,hmi.sharp_cea_720s.10245.20231015_084800_TAI.magnetogram.fits,1,-0.5067315013447999,-0.26763151146995867,-0.5738597471677477,-0.30858913336143307,-0.3844676064130888,-0.5720576606284119,-0.5278385746398683,1.2683437724671758,-0.03214087403007598,2.062563191503214
C,13464,hmi.sharp_cea_720s.10245.20231015_092400_TAI.magnetogram.fits,1,-0.5028310279871013,-0.27545657899998904,-0.5583272842620268,-0.3270779000596985,-0.38204819334780094,-0.5663976345645125,-0.5243697689845471,1.138097944945833,0.2454725403164623,2.0001187426767078
C,13464,hmi.sharp_cea_720s.10245.20231015_100000_TAI.magnetogram.fits,1,-0.5052192703284932,-0.27338849578888813,-0.5342924524381,-0.3542633737762888,-0.4475703563613786,-0.5564381064391662,-0.5251720353536795,1.061516927043966,0.0464670879062349,1.9604102072985
C,13464,hmi.sharp_cea_720s.10245.20231015_102400_TAI.magnetogram.fits,1,-0.5093142211701898,-0.26971518602796746,-0.5379832827748663,-0.36192403704355164,-0.31744038370985433,-0.5510484439513865,-0.5246619448629616,0.9821659636982318,0.39747287895479094,1.9241952496741386
C,13464,hmi.sharp_cea_720s.10245.20231015_110000_TAI.magnetogram.fits,1,-0.4981576257728443,-0.2668776211541359,-0.5157734385997502,-0.4234589627799644,-0.38293934404656155,-0.5528499907934312,-0.514655566132625,1.0424443533181111,-0.06514000013632017,1.923302117193143
C,13464,hmi.sharp_cea_720s.10245.20231015_113600_TAI.magnetogram.fits,1,-0.4968423848334371,-0.2648315509578715,-0.5040350274465045,-0.41952568779921745,-0.5430168032883085,-0.55349815481345,-0.5094459263694164,1.11535225551316,0.05408932450788169,1.9004610002879974
C,13464,hmi.sharp_cea_720s.10245.20231015_121200_TAI.magnetogram.fits,1,-0.5057727089783872,-0.2706825076125858,-0.5163147822839169,-0.44307279341754324,-0.43653663059379344,-0.5595689244645572,-0.5153087081183693,1.166442463308334,0.29817365330694356,1.84129358708591
C,13464,hmi.sharp_cea_720s.10245.20231015_124800_TAI.magnetogram.fits,1,-0.5141653882295852,-0.28118047389111944,-0.5104793089729378,-0.4449527197089086,-0.49606092691161036,-0.564701868314911,-0.5167832768438531,1.1074168099689057,0.030090894686930103,1.8828803474930362
C,13464,hmi.sharp_cea_720s.10245.20231015_132400_TAI.magnetogram.fits,1,-0.5205624806318657,-0.2874712087353624,-0.5179302968118592,-0.4467110556447178,-0.5301442745472132,-0.5615127349701979,-0.5200256431038179,0.9636923677206096,-0.0012665031988156055,1.9124767087511771
C,13464,hmi.sharp_cea_720s.10245.20231015_140000_TAI.magnetogram.fits,1,-0.5123300449701559,-0.3001434567994208,-0.5142132947588676,-0.4739948551001159,-0.48638259667912387,-0.5602590626567128,-0.5128448097718621,0.8495726156683392,-0.15665903217548025,1.8453438953857821
C,13464,hmi.sharp_cea_720s.10245.20231015_143600_TAI.magnetogram.fits,1,-0.5307191853468388,-0.3150799165159013,-0.5358559801274929,-0.5062823551088731,-0.49025714239589346,-0.5666283952700132,-0.5160728453005602,0.6976775054608733,0.13978367219437496,1.9311164485141106
C,13464,hmi.sharp_cea_720s.10245.20231015_151200_TAI.magnetogram.fits,1,-0.534487860783547,-0.32079610251287405,-0.5475102199458195,-0.5583720321337138,-0.6059766249849611,-0.5744443776261529,-0.510466787059562,0.679984336106663,-0.5042194935999316,1.9618872573875616
C,13464,hmi.sharp_cea_720s.10245.20231015_154800_TAI.magnetogram.fits,1,-0.5451325877851219,-0.330625595819073,-0.5651847014463817,-0.5439599142971132,-0.5627683265494532,-0.5863345583903571,-0.5189647673440201,0.6664957487114017,-0.13148490594456408,2.0552559450583385
C,13464,hmi.sharp_cea_720s.10245.20231015_162400_TAI.magnetogram.fits,1,-0.5420714704182625,-0.3354807865642598,-0.5692465009709494,-0.5438123098600064,-0.5122314313524945,-0.5922569234629368,-0.5192161742940316,0.7142712748426964,0.10851669613924131,2.0402476023044835
C,13465,hmi.sharp_cea_720s.10248.20231016_020000_TAI.magnetogram.fits,1,-0.2541431149505798,0.04982333162408888,-0.23549414499476226,-0.13022969545008165,-0.09596087651653762,-0.2085947739883636,0.04776446971986299,0.9879408940815242,0.45128886074482316,1.4614841703840686
C,13465,hmi.sharp_cea_720s.10248.20231016_023600_TAI.magnetogram.fits,1,-0.25981703636298786,0.05030343084944434,-0.2354707539522568,-0.04857662843215408,0.2028506162405554,-0.2112123180580385,0.041324238347069005,0.9824995658445962,0.1677887890737271,1.5087110594030466
C,13465,hmi.sharp_cea_720s.10248.20231016_031200_TAI.magnetogram.fits,1,-0.25920379020990714,0.04773049461870893,-0.23450597397803816,-0.031353119726298236,0.28341724368191584,-0.20662048801653538,0.05467945290964502,0.9423012792699198,0.44904375335488406,1.544417512995354
C,13465,hmi.sharp_cea_720s.10248.20231016_034800_TAI.magnetogram.fits,1,-0.23965110540382364,0.05405629311974248,-0.20200512950156535,-0.13527821760288894,0.08113467721539865,-0.19525164097855105,0.05079469147655204,0.884136558451063,0.4356597861310912,1.5083815115575725
