serial,prediction_date,jsoc_date,noaaID,harpnum,c_class,MPlus,m5_class,solarmonitor_date
290,20231111,2023/11/10 23:46,13482,9213,24.90%,0.1165,0.10%,2023/11/10
290,20231111,2023/11/10 23:46,13483,9212,0.27%,0.0017000000000000001,0.15%,2023/11/10
291,20231112,2023/11/11 23:58,13477,9187,99.59%,0.9959,11.95%,2023/11/11
291,20231112,2023/11/11 23:58,13481,9202,8.42%,0.053899999999999997,0.10%,2023/11/11
291,20231112,2023/11/11 23:58,13482,9213,54.16%,0.0416,0.10%,2023/11/11
291,20231112,2023/11/11 23:58,13483,9212,20.29%,0.0177,0.68%,2023/11/11
291,20231112,2023/11/11 23:58,13485,9214,13.38%,0.052000000000000005,0.09%,2023/11/11
292,20231113,2023/11/12 23:58,13481,9202,3.98%,0.0108,0.10%,2023/11/12
292,20231113,2023/11/12 23:58,13483,9212,3.99%,0.0033,0.20%,2023/11/12
293,20231114,2023/11/13 23:58,13486,9222,11.48%,0.0855,0.09%,2023/11/13
294,20231115,2023/11/14 23:58,13486,9222,14.03%,0.011399999999999999,0.11%,2023/11/14
294,20231115,2023/11/14 23:58,13487,9239,14.39%,0.1175,0.09%,2023/11/14
295,20231116,2023/11/15 23:58,13486,9222,0.30%,0.0017000000000000001,0.10%,2023/11/15
295,20231116,2023/11/15 23:58,13487,9239,15.36%,0.0525,0.10%,2023/11/15
295,20231116,2023/11/15 23:58,13488,9242,5.08%,0.006999999999999999,0.09%,2023/11/15
296,20231117,2023/11/16 23:58,13486,9222,0.29%,0.0019,0.11%,2023/11/16
296,20231117,2023/11/16 23:58,13488,9242,0.10%,0.001,0.10%,2023/11/16
297,20231118,2023/11/17 23:58,13488,9242,0.12%,0.0012,0.12%,2023/11/17
298,20231119,2023/11/18 23:58,13489,9253,28.65%,0.124,0.14%,2023/11/18
299,20231120,2023/11/19 23:58,13489,9253,39.89%,0.16949999999999998,12.24%,2023/11/19
299,20231120,2023/11/19 23:58,13490,9257,6.94%,0.0059,0.21%,2023/11/19
300,20231121,2023/11/20 23:58,13489,9253,25.03%,0.13720000000000002,6.01%,2023/11/20
300,20231121,2023/11/20 23:58,13490,9257,15.44%,0.026000000000000002,1.25%,2023/11/20
300,20231121,2023/11/20 23:58,13491,9261,12.84%,0.0033,0.09%,2023/11/20
301,20231122,2023/11/21 23:58,13489,9253,82.51%,0.20879999999999999,7.63%,2023/11/21
301,20231122,2023/11/21 23:58,13490,9257,37.70%,0.0655,0.35%,2023/11/21
301,20231122,2023/11/21 23:58,13491,9261,1.31%,0.0040999999999999995,0.10%,2023/11/21
301,20231122,2023/11/21 23:58,13493,9262,20.73%,0.0795,0.30%,2023/11/21
301,20231122,2023/11/21 23:58,13496,9265,7.54%,0.03,0.09%,2023/11/21
302,20231125,2023/11/24 18:46,13489,9253,0.45%,0.0022,0.17%,2023/11/24
302,20231125,2023/11/24 18:46,13492,9257,28.19%,0.2725,16.26%,2023/11/24
302,20231125,2023/11/24 18:46,13493,9262,0.14%,0.0014000000000000002,0.14%,2023/11/24
302,20231125,2023/11/24 18:46,13496,9265,37.61%,0.0042,0.11%,2023/11/24
302,20231125,2023/11/24 18:46,13500,9273,21.07%,0.1231,5.97%,2023/11/24
302,20231125,2023/11/24 18:46,13501,9278,7.65%,0.011899999999999999,0.09%,2023/11/24
303,20231126,2023/11/25 23:58,13489,9253,4.19%,0.0165,0.73%,2023/11/25
303,20231126,2023/11/25 23:58,13492,9257,58.68%,0.2482,8.34%,2023/11/25
303,20231126,2023/11/25 23:58,13493,9262,25.62%,0.0791,2.74%,2023/11/25
303,20231126,2023/11/25 23:58,13500,9273,7.31%,0.0169,0.42%,2023/11/25
303,20231126,2023/11/25 23:58,13501,9278,0.14%,0.0014000000000000002,0.14%,2023/11/25
304,20231127,2023/11/26 23:58,13489,9253,2.40%,0.005600000000000001,0.26%,2023/11/26
304,20231127,2023/11/26 23:58,13492,9257,87.54%,0.1617,2.60%,2023/11/26
304,20231127,2023/11/26 23:58,13493,9262,0.60%,0.0026,0.13%,2023/11/26
304,20231127,2023/11/26 23:58,13500,9273,34.05%,0.2867,10.90%,2023/11/26
304,20231127,2023/11/26 23:58,13501,9278,9.13%,0.059800000000000006,0.10%,2023/11/26
304,20231127,2023/11/26 23:58,13503,9284,5.70%,0.0033,0.09%,2023/11/26
305,20231128,2023/11/27 23:58,13489,9253,0.57%,0.0025,0.15%,2023/11/27
305,20231128,2023/11/27 23:58,13492,9257,1.35%,0.0067,0.24%,2023/11/27
305,20231128,2023/11/27 23:58,13493,9262,0.17%,0.0017000000000000001,0.13%,2023/11/27
305,20231128,2023/11/27 23:58,13500,9273,39.41%,0.1332,8.41%,2023/11/27
305,20231128,2023/11/27 23:58,13501,9278,31.65%,0.061799999999999994,0.10%,2023/11/27
305,20231128,2023/11/27 23:58,13503,9284,4.08%,0.0028000000000000004,0.10%,2023/11/27
306,20231129,2023/11/28 23:58,13492,9257,0.16%,0.0016,0.16%,2023/11/28
306,20231129,2023/11/28 23:58,13493,9262,0.17%,0.0013,0.07%,2023/11/28
306,20231129,2023/11/28 23:58,13500,9273,34.08%,0.0855,2.36%,2023/11/28
306,20231129,2023/11/28 23:58,13501,9278,8.58%,0.0281,0.10%,2023/11/28
306,20231129,2023/11/28 23:58,13503,9284,14.45%,0.0263,0.12%,2023/11/28
307,20231130,2023/11/29 23:58,13492,9257,2.69%,0.0062,0.23%,2023/11/29
307,20231130,2023/11/29 23:58,13493,9262,0.19%,0.0019,0.19%,2023/11/29
307,20231130,2023/11/29 23:58,13500,9273,83.75%,0.1275,6.77%,2023/11/29
307,20231130,2023/11/29 23:58,13501,9278,32.84%,0.23920000000000002,0.10%,2023/11/29
307,20231130,2023/11/29 23:58,13503,9284,5.89%,0.026699999999999998,0.40%,2023/11/29
307,20231130,2023/11/29 23:58,13505,9303,9.03%,0.0067,0.09%,2023/11/29
308,20231201,2023/11/30 23:58,13493,9262,0.75%,0.0022,0.16%,2023/11/30
308,20231201,2023/11/30 23:58,13500,9273,39.38%,0.038599999999999995,0.21%,2023/11/30
308,20231201,2023/11/30 23:58,13501,9278,55.55%,0.0862,0.10%,2023/11/30
308,20231201,2023/11/30 23:58,13503,9284,54.80%,0.19260000000000002,2.57%,2023/11/30
308,20231201,2023/11/30 23:58,13505,9303,6.29%,0.0248,0.10%,2023/11/30
308,20231201,2023/11/30 23:58,13507,9310,12.75%,0.037000000000000005,0.09%,2023/11/30
309,20231202,2023/12/1 23:58,13500,9273,10.63%,0.0151,0.31%,2023/12/1
309,20231202,2023/12/1 23:58,13501,9278,7.44%,0.0028000000000000004,0.10%,2023/12/1
309,20231202,2023/12/1 23:58,13503,9284,20.87%,0.17190000000000003,5.50%,2023/12/1
309,20231202,2023/12/1 23:58,13505,9303,0.08%,0.0008,0.05%,2023/12/1
309,20231202,2023/12/1 23:58,13507,9310,0.09%,0.0009,0.09%,2023/12/1
310,20231203,2023/12/2 23:58,13500,9273,2.11%,0.0043,0.21%,2023/12/2
310,20231203,2023/12/2 23:58,13501,9278,30.81%,0.0949,0.10%,2023/12/2
310,20231203,2023/12/2 23:58,13503,9284,31.86%,0.17300000000000001,0.15%,2023/12/2
310,20231203,2023/12/2 23:58,13505,9303,0.13%,0.0013,0.11%,2023/12/2
310,20231203,2023/12/2 23:58,13507,9310,0.16%,0.0016,0.10%,2023/12/2
310,20231203,2023/12/2 23:58,13508,9303,16.21%,0.0033,0.09%,2023/12/2
311,20231204,2023/12/3 23:58,13500,9273,29.37%,0.24359999999999998,1.64%,2023/12/3
311,20231204,2023/12/3 23:58,13501,9278,31.44%,0.2986,0.10%,2023/12/3
311,20231204,2023/12/3 23:58,13503,9284,2.93%,0.0034999999999999996,0.10%,2023/12/3
311,20231204,2023/12/3 23:58,13507,9310,7.02%,0.01,0.09%,2023/12/3
311,20231204,2023/12/3 23:58,13508,9303,0.89%,0.004,0.20%,2023/12/3
312,20231205,2023/12/4 23:58,13507,9310,35.57%,0.0294,0.12%,2023/12/4
312,20231205,2023/12/4 23:58,13508,9303,8.95%,0.0512,2.18%,2023/12/4
312,20231205,2023/12/4 23:58,13511,9322,9.41%,0.008199999999999999,0.10%,2023/12/4
313,20231206,2023/12/5 23:58,13507,9310,31.84%,0.0812,0.10%,2023/12/5
313,20231206,2023/12/5 23:58,13508,9303,83.52%,0.1999,3.97%,2023/12/5
313,20231206,2023/12/5 23:58,13512,9328,6.41%,0.0253,0.09%,2023/12/5
314,20231207,2023/12/6 23:58,13507,9310,37.73%,0.09140000000000001,2.68%,2023/12/6
314,20231207,2023/12/6 23:58,13508,9303,12.32%,0.042199999999999994,0.45%,2023/12/6
314,20231207,2023/12/6 23:58,13512,9328,27.71%,0.23379999999999998,0.10%,2023/12/6
314,20231207,2023/12/6 23:58,13513,9334,28.37%,0.2504,0.10%,2023/12/6
315,20231208,2023/12/7 23:58,13507,9310,79.16%,0.0891,3.19%,2023/12/7
315,20231208,2023/12/7 23:58,13508,9303,0.20%,0.0015,0.10%,2023/12/7
315,20231208,2023/12/7 23:58,13512,9328,3.72%,0.0225,0.10%,2023/12/7
315,20231208,2023/12/7 23:58,13513,9334,0.14%,0.0014000000000000002,0.10%,2023/12/7
315,20231208,2023/12/7 23:58,13514,9338,0.72%,0.0033,0.10%,2023/12/7
316,20231209,2023/12/8 23:58,13507,9310,15.56%,0.1143,1.99%,2023/12/8
316,20231209,2023/12/8 23:58,13508,9303,4.83%,0.0028000000000000004,0.20%,2023/12/8
316,20231209,2023/12/8 23:58,13512,9328,20.43%,0.1522,0.11%,2023/12/8
316,20231209,2023/12/8 23:58,13513,9334,0.29%,0.0015,0.13%,2023/12/8
316,20231209,2023/12/8 23:58,13514,9338,0.72%,0.0029,0.10%,2023/12/8
317,20231210,2023/12/9 23:58,13507,9310,4.64%,0.02,0.10%,2023/12/9
317,20231210,2023/12/9 23:58,13508,9303,0.31%,0.0016,0.16%,2023/12/9
317,20231210,2023/12/9 23:58,13511,9303,28.06%,0.1412,2.28%,2023/12/9
317,20231210,2023/12/9 23:58,13512,9328,0.28%,0.0014000000000000002,0.11%,2023/12/9
317,20231210,2023/12/9 23:58,13513,9334,0.20%,0.0019,0.19%,2023/12/9
317,20231210,2023/12/9 23:58,13514,9338,6.39%,0.0192,0.10%,2023/12/9
317,20231210,2023/12/9 23:58,13516,9339,6.92%,0.0039000000000000003,0.09%,2023/12/9
318,20231211,2023/12/10 22:10,13513,9334,2.11%,0.0060999999999999995,0.24%,2023/12/10
318,20231211,2023/12/10 22:10,13514,9338,12.16%,0.053200000000000004,0.10%,2023/12/10
318,20231211,2023/12/10 22:10,13516,9339,0.18%,0.0018,0.18%,2023/12/10
319,20231212,2023/12/11 23:58,13513,9334,1.71%,0.002,0.19%,2023/12/11
319,20231212,2023/12/11 23:58,13514,9338,17.88%,0.0603,0.10%,2023/12/11
319,20231212,2023/12/11 23:58,13516,9339,0.14%,0.0014000000000000002,0.10%,2023/12/11
320,20231213,2023/12/12 23:58,13513,9334,0.16%,0.001,0.07%,2023/12/12
320,20231213,2023/12/12 23:58,13514,9338,56.29%,0.1185,0.23%,2023/12/12
320,20231213,2023/12/12 23:58,13516,9339,0.29%,0.0017000000000000001,0.10%,2023/12/12
321,20231214,2023/12/13 23:58,13513,9334,26.34%,0.2053,17.39%,2023/12/13
321,20231214,2023/12/13 23:58,13516,9339,0.14%,0.0014000000000000002,0.14%,2023/12/13
321,20231214,2023/12/13 23:58,13518,9350,7.20%,0.0034000000000000002,0.09%,2023/12/13
322,20231215,2023/12/14 23:58,13513,9334,5.66%,0.0053,0.25%,2023/12/14
322,20231215,2023/12/14 23:58,13514,9334,50.71%,0.016,0.33%,2023/12/14
322,20231215,2023/12/14 23:58,13516,9339,1.42%,0.0048,0.13%,2023/12/14
322,20231215,2023/12/14 23:58,13518,9350,0.19%,0.0019,0.10%,2023/12/14
322,20231215,2023/12/14 23:58,13519,9351,1.67%,0.0064,0.29%,2023/12/14
323,20231216,2023/12/15 23:58,13513,9334,50.01%,0.009000000000000001,0.38%,2023/12/15
323,20231216,2023/12/15 23:58,13516,9339,22.50%,0.1863,0.10%,2023/12/15
323,20231216,2023/12/15 23:58,13518,9350,1.48%,0.0064,0.14%,2023/12/15
323,20231216,2023/12/15 23:58,13519,9351,7.52%,0.022099999999999998,0.52%,2023/12/15
324,20231217,2023/12/16 23:58,13516,9339,16.58%,0.1092,0.09%,2023/12/16
324,20231217,2023/12/16 23:58,13518,9350,20.26%,0.0706,0.10%,2023/12/16
324,20231217,2023/12/16 23:58,13519,9351,0.27%,0.0019,0.09%,2023/12/16
324,20231217,2023/12/16 23:58,13521,9358,8.17%,0.0034000000000000002,0.09%,2023/12/16
325,20231218,2023/12/17 23:58,13516,9339,27.57%,0.11230000000000001,0.10%,2023/12/17
325,20231218,2023/12/17 23:58,13518,9350,5.32%,0.0168,0.12%,2023/12/17
325,20231218,2023/12/17 23:58,13519,9351,0.21%,0.0014000000000000002,0.14%,2023/12/17
325,20231218,2023/12/17 23:58,13521,9358,0.21%,0.0017000000000000001,0.10%,2023/12/17
325,20231218,2023/12/17 23:58,13522,9364,5.84%,0.0177,0.09%,2023/12/17
325,20231218,2023/12/17 23:58,13523,9360,8.76%,0.0038,0.09%,2023/12/17
325,20231218,2023/12/17 23:58,13525,9359,14.92%,0.0034000000000000002,0.09%,2023/12/17
326,20231219,2023/12/18 23:58,13516,9339,21.09%,0.041299999999999996,0.11%,2023/12/18
326,20231219,2023/12/18 23:58,13518,9350,55.05%,0.06269999999999999,0.14%,2023/12/18
326,20231219,2023/12/18 23:58,13519,9351,0.19%,0.0019,0.19%,2023/12/18
326,20231219,2023/12/18 23:58,13521,9358,2.09%,0.0039000000000000003,0.15%,2023/12/18
326,20231219,2023/12/18 23:58,13522,9364,83.64%,0.029500000000000002,0.10%,2023/12/18
326,20231219,2023/12/18 23:58,13523,9360,17.31%,0.0461,0.10%,2023/12/18
326,20231219,2023/12/18 23:58,13524,9360,14.31%,0.0187,0.67%,2023/12/18
326,20231219,2023/12/18 23:58,13525,9359,10.10%,0.013500000000000002,0.15%,2023/12/18
327,20231220,2023/12/19 23:58,13516,9339,28.60%,0.2029,0.10%,2023/12/19
327,20231220,2023/12/19 23:58,13519,9351,5.59%,0.0077,0.24%,2023/12/19
327,20231220,2023/12/19 23:58,13521,9358,1.72%,0.0022,0.19%,2023/12/19
327,20231220,2023/12/19 23:58,13524,9360,29.82%,0.2723,0.60%,2023/12/19
327,20231220,2023/12/19 23:58,13525,9359,2.59%,0.0033,0.12%,2023/12/19
327,20231220,2023/12/19 23:58,13527,9374,7.75%,0.025699999999999997,0.09%,2023/12/19
327,20231220,2023/12/19 23:58,13528,9362,9.35%,0.0049,0.28%,2023/12/19
327,20231220,2023/12/19 23:58,13529,9371,37.70%,0.08199999999999999,2.89%,2023/12/19
328,20231221,2023/12/20 23:58,13519,9351,3.96%,0.0184,0.23%,2023/12/20
328,20231221,2023/12/20 23:58,13521,9358,26.32%,0.052300000000000006,1.18%,2023/12/20
328,20231221,2023/12/20 23:58,13525,9359,57.62%,0.0735,0.11%,2023/12/20
328,20231221,2023/12/20 23:58,13526,9358,25.32%,0.0675,2.05%,2023/12/20
328,20231221,2023/12/20 23:58,13528,9362,0.19%,0.0016,0.09%,2023/12/20
328,20231221,2023/12/20 23:58,13529,9371,22.51%,0.0975,9.15%,2023/12/20
328,20231221,2023/12/20 23:58,13530,9375,11.50%,0.0034000000000000002,0.09%,2023/12/20
329,20231222,2023/12/21 14:46,13519,9351,97.08%,0.9708,18.51%,2023/12/21
329,20231222,2023/12/21 14:46,13525,9359,31.59%,0.0483,0.11%,2023/12/21
329,20231222,2023/12/21 14:46,13526,9358,9.42%,0.0541,1.17%,2023/12/21
329,20231222,2023/12/21 14:46,13528,9350,31.65%,0.24719999999999998,19.29%,2023/12/21
329,20231222,2023/12/21 14:46,13529,9371,21.01%,0.085,8.03%,2023/12/21
329,20231222,2023/12/21 14:46,13530,9375,2.69%,0.0025,0.14%,2023/12/21
329,20231222,2023/12/21 14:46,13531,9383,6.37%,0.0053,0.09%,2023/12/21
330,20231223,2023/12/22 23:58,13526,9358,12.83%,0.0655,2.75%,2023/12/22
330,20231223,2023/12/22 23:58,13528,9350,0.19%,0.0019,0.19%,2023/12/22
330,20231223,2023/12/22 23:58,13529,9371,0.15%,0.0015,0.15%,2023/12/22
330,20231223,2023/12/22 23:58,13530,9375,9.68%,0.0421,3.58%,2023/12/22
330,20231223,2023/12/22 23:58,13531,9383,4.49%,0.0036,0.12%,2023/12/22
331,20231224,2023/12/23 23:58,13526,9358,20.81%,0.0069,0.24%,2023/12/23
331,20231224,2023/12/23 23:58,13528,9350,4.06%,0.0137,0.53%,2023/12/23
331,20231224,2023/12/23 23:58,13529,9371,0.22%,0.0017000000000000001,0.13%,2023/12/23
331,20231224,2023/12/23 23:58,13530,9375,12.66%,0.004699999999999999,0.22%,2023/12/23
331,20231224,2023/12/23 23:58,13531,9383,0.19%,0.0019,0.15%,2023/12/23
331,20231224,2023/12/23 23:58,13532,9393,12.89%,0.0034000000000000002,0.09%,2023/12/23
331,20231224,2023/12/23 23:58,13533,9386,21.41%,0.0034000000000000002,0.09%,2023/12/23
332,20231225,2023/12/24 11:46,13526,9358,5.16%,0.0161,0.39%,2023/12/24
332,20231225,2023/12/24 11:46,13528,9350,38.05%,0.1885,17.93%,2023/12/24
332,20231225,2023/12/24 11:46,13529,9371,27.34%,0.0978,3.60%,2023/12/24
332,20231225,2023/12/24 11:46,13530,9375,38%,0.0975,3.35%,2023/12/24
332,20231225,2023/12/24 11:46,13531,9383,1.45%,0.006999999999999999,0.30%,2023/12/24
332,20231225,2023/12/24 11:46,13533,9386,4.51%,0.0070999999999999995,0.10%,2023/12/24
333,20231226,2023/12/25 23:58,13526,9358,0.24%,0.0018,0.18%,2023/12/25
333,20231226,2023/12/25 23:58,13529,9371,79.71%,0.1766,10.91%,2023/12/25
333,20231226,2023/12/25 23:58,13531,9383,33.33%,0.0298,0.61%,2023/12/25
333,20231226,2023/12/25 23:58,13533,9386,20.82%,0.0146,0.13%,2023/12/25
334,20231227,2023/12/26 23:58,13526,9358,31.85%,0.07519999999999999,1.01%,2023/12/26
334,20231227,2023/12/26 23:58,13529,9371,88.07%,0.21109999999999998,14.70%,2023/12/26
334,20231227,2023/12/26 23:58,13531,9383,0.18%,0.0018,0.18%,2023/12/26
334,20231227,2023/12/26 23:58,13533,9386,39.16%,0.299,0.10%,2023/12/26
335,20231228,2023/12/27 23:58,13526,9358,8.54%,0.0097,0.41%,2023/12/27
335,20231228,2023/12/27 23:58,13529,9371,14.12%,0.0053,0.26%,2023/12/27
335,20231228,2023/12/27 23:58,13531,9383,2.05%,0.006,0.26%,2023/12/27
335,20231228,2023/12/27 23:58,13533,9386,12.60%,0.0137,0.09%,2023/12/27
336,20231229,2023/12/28 23:58,13531,9383,9.51%,0.031400000000000004,0.21%,2023/12/28
336,20231229,2023/12/28 23:58,13533,9386,14.86%,0.0067,0.10%,2023/12/28
336,20231229,2023/12/28 23:58,13534,9413,18.50%,0.0045000000000000005,0.09%,2023/12/28
337,20231230,2023/12/29 23:58,13531,9383,24.90%,0.09880000000000001,4.23%,2023/12/29
337,20231230,2023/12/29 23:58,13533,9386,0.13%,0.0013,0.08%,2023/12/29
337,20231230,2023/12/29 23:58,13534,9413,0.15%,0.0015,0.11%,2023/12/29
337,20231230,2023/12/29 23:58,13535,9410,8.11%,0.0042,0.09%,2023/12/29
338,20231231,2023/12/30 23:58,13531,9383,0.52%,0.0023,0.18%,2023/12/30
338,20231231,2023/12/30 23:58,13533,9386,0.34%,0.002,0.16%,2023/12/30
338,20231231,2023/12/30 23:58,13534,9413,4.63%,0.018600000000000002,0.31%,2023/12/30
338,20231231,2023/12/30 23:58,13535,9410,54.54%,0.16269999999999998,0.10%,2023/12/30
339,20240101,2023/12/31 23:58,13534,9413,2.20%,0.0027,0.20%,2023/12/31
339,20240101,2023/12/31 23:58,13535,9410,9.33%,0.0078000000000000005,0.10%,2023/12/31
340,20240102,2024/1/1 23:58,13534,9413,29.98%,0.2623,17.40%,2024/1/1
340,20240102,2024/1/1 23:58,13536,9440,32.36%,0.12539999999999998,4.44%,2024/1/1
341,20240103,2024/1/2 11:58,13534,9413,0.12%,0.0012,0.12%,2024/1/2
341,20240103,2024/1/2 11:58,13536,9440,3.34%,0.0042,0.20%,2024/1/2
342,20240104,2024/1/3 23:58,13534,9413,0.15%,0.0015,0.12%,2024/1/3
342,20240104,2024/1/3 23:58,13536,9440,25.66%,0.0066,0.33%,2024/1/3
342,20240104,2024/1/3 23:58,13537,9446,16.42%,0.0034000000000000002,0.09%,2024/1/3
343,20240105,2024/1/4 23:58,13534,9413,0.15%,0.0015,0.15%,2024/1/4
343,20240105,2024/1/4 23:58,13536,9440,0.37%,0.0019,0.11%,2024/1/4
343,20240105,2024/1/4 23:58,13538,9445,36.97%,0.0033,0.09%,2024/1/4
344,20240106,2024/1/5 19:22,13534,9413,0.37%,0.0019,0.11%,2024/1/5
344,20240106,2024/1/5 19:22,13536,9440,13.88%,0.0067,0.32%,2024/1/5
344,20240106,2024/1/5 19:22,13538,9445,79.78%,0.1954,0.11%,2024/1/5
345,20240107,2024/1/6 23:58,13536,9440,52.63%,0.0269,0.72%,2024/1/6
345,20240107,2024/1/6 23:58,13538,9445,9.84%,0.0054,0.13%,2024/1/6
346,20240108,2024/1/7 23:58,13536,9440,55.05%,0.0066,0.23%,2024/1/7
346,20240108,2024/1/7 23:58,13538,9445,0.21%,0.0011,0.10%,2024/1/7
346,20240108,2024/1/7 23:58,13540,9460,32.01%,0.029500000000000002,0.23%,2024/1/7
347,20240109,2024/1/8 21:46,13536,9440,4.46%,0.022000000000000002,1.09%,2024/1/8
347,20240109,2024/1/8 21:46,13538,9445,8.28%,0.0365,0.10%,2024/1/8
347,20240109,2024/1/8 21:46,13540,9460,15.56%,0.09359999999999999,4.01%,2024/1/8
347,20240109,2024/1/8 21:46,13543,9472,83.77%,0.081,0.09%,2024/1/8
347,20240109,2024/1/8 21:46,13544,9467,12.54%,0.0034000000000000002,0.09%,2024/1/8
348,20240110,2024/1/9 23:58,13536,9440,0.16%,0.0009,0.08%,2024/1/9
348,20240110,2024/1/9 23:58,13538,9445,13.71%,0.0452,1.98%,2024/1/9
348,20240110,2024/1/9 23:58,13540,9460,10.34%,0.0294,0.39%,2024/1/9
348,20240110,2024/1/9 23:58,13543,9472,0.36%,0.0019,0.09%,2024/1/9
348,20240110,2024/1/9 23:58,13544,9467,33.28%,0.0044,0.10%,2024/1/9
349,20240111,2024/1/10 23:58,13536,9440,0.17%,0.0017000000000000001,0.14%,2024/1/10
349,20240111,2024/1/10 23:58,13540,9460,0.33%,0.0019,0.12%,2024/1/10
349,20240111,2024/1/10 23:58,13543,9472,0.42%,0.0021,0.10%,2024/1/10
349,20240111,2024/1/10 23:58,13544,9467,8.40%,0.008199999999999999,0.10%,2024/1/10
349,20240111,2024/1/10 23:58,13545,9476,7.61%,0.005600000000000001,0.22%,2024/1/10
349,20240111,2024/1/10 23:58,13546,9480,39.41%,0.2929,0.09%,2024/1/10
350,20240112,2024/1/11 19:58,13536,9440,24.89%,0.1442,0.97%,2024/1/11
350,20240112,2024/1/11 19:58,13540,9460,0.13%,0.0013,0.07%,2024/1/11
350,20240112,2024/1/11 19:58,13544,9467,13.21%,0.0382,0.11%,2024/1/11
350,20240112,2024/1/11 19:58,13545,9476,23.47%,0.1188,0.90%,2024/1/11
350,20240112,2024/1/11 19:58,13546,9480,0.17%,0.0017000000000000001,0.17%,2024/1/11
351,20240113,2024/1/12 10:22,13540,9460,33.47%,0.2992,11.86%,2024/1/12
351,20240113,2024/1/12 10:22,13544,9467,80.03%,0.0559,0.09%,2024/1/12
351,20240113,2024/1/12 10:22,13545,9476,1.84%,0.0062,0.21%,2024/1/12
351,20240113,2024/1/12 10:22,13546,9480,2.35%,0.0031,0.18%,2024/1/12
352,20240114,2024/1/13 23:58,13540,9460,0.19%,0.0019,0.19%,2024/1/13
352,20240114,2024/1/13 23:58,13544,9467,82.54%,0.2742,0.09%,2024/1/13
352,20240114,2024/1/13 23:58,13545,9476,0.49%,0.0021,0.16%,2024/1/13
352,20240114,2024/1/13 23:58,13546,9480,88.99%,0.0353,0.78%,2024/1/13
353,20240115,2024/1/14 23:58,13540,9460,0.14%,0.0014000000000000002,0.10%,2024/1/14
353,20240115,2024/1/14 23:58,13544,9467,13.95%,0.018600000000000002,0.11%,2024/1/14
353,20240115,2024/1/14 23:58,13545,9476,16.07%,0.037200000000000004,1.44%,2024/1/14
353,20240115,2024/1/14 23:58,13546,9480,78.56%,0.21050000000000002,0.11%,2024/1/14
353,20240115,2024/1/14 23:58,13547,9467,7.31%,0.013600000000000001,0.09%,2024/1/14
353,20240115,2024/1/14 23:58,13548,9485,24.28%,0.0034000000000000002,0.09%,2024/1/14
353,20240115,2024/1/14 23:58,13549,9489,30.13%,0.1684,10.95%,2024/1/14
353,20240115,2024/1/14 23:58,13550,9483,79.49%,0.0034000000000000002,0.09%,2024/1/14
353,20240115,2024/1/14 23:58,13551,9488,22.74%,0.0033,0.09%,2024/1/14
353,20240115,2024/1/14 23:58,13553,9493,8.51%,0.0097,0.09%,2024/1/14
354,20240116,2024/1/15 23:58,13540,9460,28.84%,0.2261,17.49%,2024/1/15
354,20240116,2024/1/15 23:58,13544,9467,36.39%,0.2534,0.10%,2024/1/15
354,20240116,2024/1/15 23:58,13545,9476,79.24%,0.2041,11.26%,2024/1/15
354,20240116,2024/1/15 23:58,13546,9480,82.53%,0.013300000000000001,0.10%,2024/1/15
354,20240116,2024/1/15 23:58,13547,9467,0.14%,0.0014000000000000002,0.09%,2024/1/15
354,20240116,2024/1/15 23:58,13548,9485,20.93%,0.0956,0.19%,2024/1/15
354,20240116,2024/1/15 23:58,13549,9489,13.41%,0.0066,0.33%,2024/1/15
354,20240116,2024/1/15 23:58,13550,9483,53.45%,0.0040999999999999995,0.13%,2024/1/15
354,20240116,2024/1/15 23:58,13551,9488,2.66%,0.0085,0.11%,2024/1/15
354,20240116,2024/1/15 23:58,13553,9493,35.68%,0.0764,1.99%,2024/1/15
355,20240117,2024/1/16 23:58,13545,9476,12.78%,0.0317,0.84%,2024/1/16
355,20240117,2024/1/16 23:58,13546,9480,29.38%,0.1929,0.14%,2024/1/16
355,20240117,2024/1/16 23:58,13548,9485,13.02%,0.0102,0.13%,2024/1/16
355,20240117,2024/1/16 23:58,13549,9489,26.31%,0.0809,0.89%,2024/1/16
355,20240117,2024/1/16 23:58,13550,9483,54.13%,0.0034000000000000002,0.11%,2024/1/16
355,20240117,2024/1/16 23:58,13551,9488,20.63%,0.0796,0.11%,2024/1/16
355,20240117,2024/1/16 23:58,13553,9493,0.19%,0.0019,0.15%,2024/1/16
355,20240117,2024/1/16 23:58,13555,9501,8.31%,0.0033,0.09%,2024/1/16
356,20240118,2024/1/17 23:58,13545,9476,1.07%,0.0031,0.19%,2024/1/17
356,20240118,2024/1/17 23:58,13548,9485,11.37%,0.0070999999999999995,0.10%,2024/1/17
356,20240118,2024/1/17 23:58,13549,9489,17.88%,0.051100000000000007,2.15%,2024/1/17
356,20240118,2024/1/17 23:58,13550,9483,24.17%,0.127,0.11%,2024/1/17
356,20240118,2024/1/17 23:58,13553,9493,1.49%,0.002,0.12%,2024/1/17
356,20240118,2024/1/17 23:58,13555,9501,0.16%,0.0016,0.16%,2024/1/17
356,20240118,2024/1/17 23:58,13556,9512,10.61%,0.0033,0.09%,2024/1/17
357,20240119,2024/1/18 17:58,13545,9476,0.50%,0.002,0.13%,2024/1/18
