serial,prediction_date,jsoc_date,noaaID,harpnum,c_class,MPlus,m5_class,solarmonitor_date
194,20230801,2023/7/31 23:58,13391,8700,34.98%,0.1661,0.30%,2023/7/31
195,20230802,2023/8/1 5:34,13380,8684,26%,0.1594,3.08%,2023/8/1
195,20230802,2023/8/1 5:34,13386,8689,1.96%,0.0028000000000000004,0.15%,2023/8/1
195,20230802,2023/8/1 5:34,13388,8691,0.80%,0.0022,0.18%,2023/8/1
195,20230802,2023/8/1 5:34,13389,8693,25.46%,0.1241,0.10%,2023/8/1
195,20230802,2023/8/1 5:34,13391,8700,1.78%,0.005600000000000001,0.17%,2023/8/1
195,20230802,2023/8/1 5:34,13392,8703,32.07%,0.0034000000000000002,0.17%,2023/8/1
196,20230803,2023/8/2 23:58,13380,8684,14.95%,0.0241,0.89%,2023/8/2
196,20230803,2023/8/2 23:58,13386,8689,34.57%,0.0311,1.28%,2023/8/2
196,20230803,2023/8/2 23:58,13388,8691,11.78%,0.0274,0.25%,2023/8/2
196,20230803,2023/8/2 23:58,13391,8700,0.75%,0.0032,0.11%,2023/8/2
196,20230803,2023/8/2 23:58,13392,8703,0.29%,0.0015,0.09%,2023/8/2
197,20230804,2023/8/3 23:58,13386,8689,0.15%,0.0015,0.15%,2023/8/3
197,20230804,2023/8/3 23:58,13388,8691,2.84%,0.0103,0.35%,2023/8/3
197,20230804,2023/8/3 23:58,13391,8700,16.04%,0.008,0.36%,2023/8/3
197,20230804,2023/8/3 23:58,13392,8703,0.46%,0.0021,0.13%,2023/8/3
198,20230805,2023/8/4 23:58,13386,8689,3.05%,0.0103,0.28%,2023/8/4
198,20230805,2023/8/4 23:58,13388,8691,2.90%,0.008,0.29%,2023/8/4
198,20230805,2023/8/4 23:58,13391,8700,1.02%,0.005,0.09%,2023/8/4
198,20230805,2023/8/4 23:58,13392,8703,0.15%,0.0015,0.15%,2023/8/4
198,20230805,2023/8/4 23:58,13394,8719,17.16%,0.11779999999999999,2%,2023/8/4
198,20230805,2023/8/4 23:58,13395,8723,7.87%,0.0069,0.10%,2023/8/4
199,20230806,2023/8/5 23:58,13388,8691,28.22%,0.11349999999999999,5.19%,2023/8/5
199,20230806,2023/8/5 23:58,13391,8700,0.18%,0.0018,0.11%,2023/8/5
199,20230806,2023/8/5 23:58,13392,8703,99.65%,0.9965,17.49%,2023/8/5
199,20230806,2023/8/5 23:58,13394,8719,0.14%,0.0012,0.12%,2023/8/5
199,20230806,2023/8/5 23:58,13395,8723,7.86%,0.0282,0.28%,2023/8/5
200,20230807,2023/8/6 23:58,13391,8700,26.49%,0.08199999999999999,0.10%,2023/8/6
200,20230807,2023/8/6 23:58,13392,8703,99.43%,0.9943000000000001,13.08%,2023/8/6
200,20230807,2023/8/6 23:58,13394,8719,0.19%,0.0018,0.18%,2023/8/6
200,20230807,2023/8/6 23:58,13395,8723,39.97%,0.0129,0.14%,2023/8/6
201,20230808,2023/8/7 23:58,13391,8700,35.03%,0.1501,0.10%,2023/8/7
201,20230808,2023/8/7 23:58,13392,8703,0.14%,0.0014000000000000002,0.13%,2023/8/7
201,20230808,2023/8/7 23:58,13394,8719,0.20%,0.002,0.20%,2023/8/7
201,20230808,2023/8/7 23:58,13395,8723,37.88%,0.2133,18.35%,2023/8/7
202,20230809,2023/8/8 23:58,13391,8700,8.54%,0.0637,0.10%,2023/8/8
202,20230809,2023/8/8 23:58,13392,8703,0.38%,0.002,0.13%,2023/8/8
202,20230809,2023/8/8 23:58,13394,8719,0.19%,0.0019,0.13%,2023/8/8
202,20230809,2023/8/8 23:58,13395,8723,18.30%,0.1176,11.75%,2023/8/8
202,20230809,2023/8/8 23:58,13396,8722,86.13%,0.0682,0.09%,2023/8/8
202,20230809,2023/8/8 23:58,13397,8735,14.28%,0.0033,0.09%,2023/8/8
203,20230816,2023/8/15 23:58,13397,8735,0.39%,0.002,0.17%,2023/8/15
203,20230816,2023/8/15 23:58,13403,8749,14.60%,0.026600000000000002,0.91%,2023/8/15
203,20230816,2023/8/15 23:58,13404,8773,11.11%,0.0033,0.09%,2023/8/15
203,20230816,2023/8/15 23:58,13405,8779,24.15%,0.014199999999999999,0.20%,2023/8/15
204,20230817,2023/8/16 23:58,13403,8749,81%,0.0223,0.41%,2023/8/16
204,20230817,2023/8/16 23:58,13404,8773,5.16%,0.0139,0.10%,2023/8/16
204,20230817,2023/8/16 23:58,13405,8779,1.02%,0.0021,0.15%,2023/8/16
204,20230817,2023/8/16 23:58,13406,8774,13.75%,0.0033,0.09%,2023/8/16
204,20230817,2023/8/16 23:58,13407,8778,10.26%,0.0506,1.92%,2023/8/16
205,20230818,2023/8/17 23:58,13403,8749,31.11%,0.071,1.99%,2023/8/17
205,20230818,2023/8/17 23:58,13404,8773,19.87%,0.0121,0.10%,2023/8/17
205,20230818,2023/8/17 23:58,13405,8779,0.81%,0.0038,0.20%,2023/8/17
205,20230818,2023/8/17 23:58,13406,8774,5.32%,0.0116,0.10%,2023/8/17
205,20230818,2023/8/17 23:58,13407,8778,19.26%,0.0405,1.19%,2023/8/17
205,20230818,2023/8/17 23:58,13410,8746,8.45%,0.011399999999999999,0.09%,2023/8/17
206,20230819,2023/8/18 23:58,13403,8749,31.23%,0.0034000000000000002,0.19%,2023/8/18
206,20230819,2023/8/18 23:58,13404,8773,25.91%,0.1746,0.10%,2023/8/18
206,20230819,2023/8/18 23:58,13405,8779,9.46%,0.012199999999999999,0.49%,2023/8/18
206,20230819,2023/8/18 23:58,13406,8774,1.07%,0.0034000000000000002,0.10%,2023/8/18
206,20230819,2023/8/18 23:58,13407,8778,16.71%,0.1316,12.04%,2023/8/18
206,20230819,2023/8/18 23:58,13410,8746,5.36%,0.022799999999999997,0.10%,2023/8/18
207,20230820,2023/8/19 23:22,13403,8749,27%,0.1866,11.56%,2023/8/19
207,20230820,2023/8/19 23:22,13404,8773,17.73%,0.084,0.10%,2023/8/19
207,20230820,2023/8/19 23:22,13405,8779,0.93%,0.0034999999999999996,0.19%,2023/8/19
207,20230820,2023/8/19 23:22,13407,8778,4.12%,0.0092,0.29%,2023/8/19
207,20230820,2023/8/19 23:22,13412,8801,10.18%,0.0034000000000000002,0.09%,2023/8/19
208,20230821,2023/8/20 23:58,13403,8749,0.47%,0.0023,0.14%,2023/8/20
208,20230821,2023/8/20 23:58,13404,8773,12.10%,0.0073,0.11%,2023/8/20
208,20230821,2023/8/20 23:58,13405,8779,0.29%,0.0015,0.14%,2023/8/20
208,20230821,2023/8/20 23:58,13407,8778,0.18%,0.0018,0.11%,2023/8/20
208,20230821,2023/8/20 23:58,13412,8801,1.70%,0.0085,0.10%,2023/8/20
209,20230822,2023/8/21 23:58,13404,8773,25.36%,0.006500000000000001,0.13%,2023/8/21
209,20230822,2023/8/21 23:58,13405,8779,0.72%,0.002,0.11%,2023/8/21
209,20230822,2023/8/21 23:58,13407,8778,0.12%,0.0012,0.12%,2023/8/21
209,20230822,2023/8/21 23:58,13412,8801,0.67%,0.0023,0.10%,2023/8/21
210,20230823,2023/8/22 23:58,13404,8773,21.49%,0.046900000000000004,0.15%,2023/8/22
210,20230823,2023/8/22 23:58,13405,8779,0.62%,0.0022,0.16%,2023/8/22
210,20230823,2023/8/22 23:58,13412,8801,2.82%,0.0034000000000000002,0.10%,2023/8/22
210,20230823,2023/8/22 23:58,13413,8813,25.88%,0.08689999999999999,1.24%,2023/8/22
210,20230823,2023/8/22 23:58,13414,8804,11.33%,0.0034000000000000002,0.09%,2023/8/22
211,20230824,2023/8/23 23:58,13404,8773,0.13%,0.0013,0.10%,2023/8/23
211,20230824,2023/8/23 23:58,13405,8779,3.27%,0.0111,0.27%,2023/8/23
211,20230824,2023/8/23 23:58,13412,8801,25.13%,0.0812,0.10%,2023/8/23
211,20230824,2023/8/23 23:58,13413,8813,0.34%,0.0017000000000000001,0.15%,2023/8/23
211,20230824,2023/8/23 23:58,13414,8804,23.74%,0.0361,0.10%,2023/8/23
211,20230824,2023/8/23 23:58,13415,8819,30.20%,0.0139,0.31%,2023/8/23
212,20230825,2023/8/24 23:58,13405,8779,9.61%,0.021,0.51%,2023/8/24
212,20230825,2023/8/24 23:58,13412,8801,28.94%,0.1655,0.10%,2023/8/24
212,20230825,2023/8/24 23:58,13413,8813,2.67%,0.0104,0.50%,2023/8/24
212,20230825,2023/8/24 23:58,13414,8804,84.10%,0.20170000000000002,0.11%,2023/8/24
212,20230825,2023/8/24 23:58,13415,8819,13.59%,0.0613,0.79%,2023/8/24
213,20230826,2023/8/25 23:58,13412,8801,51.91%,0.0026,0.10%,2023/8/25
213,20230826,2023/8/25 23:58,13413,8813,0.33%,0.002,0.12%,2023/8/25
213,20230826,2023/8/25 23:58,13414,8804,81.11%,0.022400000000000003,0.92%,2023/8/25
213,20230826,2023/8/25 23:58,13415,8819,0.17%,0.0017000000000000001,0.17%,2023/8/25
214,20230827,2023/8/26 23:58,13412,8801,23.90%,0.16820000000000002,0.10%,2023/8/26
214,20230827,2023/8/26 23:58,13413,8813,0.12%,0.0006,0.06%,2023/8/26
214,20230827,2023/8/26 23:58,13415,8819,27.96%,0.0836,1.57%,2023/8/26
214,20230827,2023/8/26 23:58,13416,8832,15.23%,0.0034000000000000002,0.09%,2023/8/26
215,20230828,2023/8/27 23:58,13412,8801,6.12%,0.0095,0.10%,2023/8/27
215,20230828,2023/8/27 23:58,13413,8813,0.35%,0.0019,0.19%,2023/8/27
215,20230828,2023/8/27 23:58,13415,8819,17.29%,0.0144,0.35%,2023/8/27
215,20230828,2023/8/27 23:58,13416,8832,1.13%,0.0037,0.11%,2023/8/27
216,20230829,2023/8/28 23:58,13412,8801,33.97%,0.2561,0.10%,2023/8/28
216,20230829,2023/8/28 23:58,13413,8813,2.81%,0.0052,0.24%,2023/8/28
216,20230829,2023/8/28 23:58,13415,8819,9.30%,0.038599999999999995,0.97%,2023/8/28
216,20230829,2023/8/28 23:58,13416,8832,1.38%,0.005600000000000001,0.10%,2023/8/28
217,20230830,2023/8/29 23:58,13412,8801,12.94%,0.0037,0.10%,2023/8/29
217,20230830,2023/8/29 23:58,13413,8813,0.13%,0.0011,0.11%,2023/8/29
217,20230830,2023/8/29 23:58,13415,8819,28.76%,0.1474,5.24%,2023/8/29
217,20230830,2023/8/29 23:58,13416,8832,0.27%,0.002,0.11%,2023/8/29
217,20230830,2023/8/29 23:58,13417,8849,23.44%,0.066,6.07%,2023/8/29
218,20230831,2023/8/30 23:58,13413,8813,23.06%,0.0438,0.83%,2023/8/30
218,20230831,2023/8/30 23:58,13415,8819,0.17%,0.0017000000000000001,0.17%,2023/8/30
218,20230831,2023/8/30 23:58,13416,8832,12.29%,0.0528,0.12%,2023/8/30
218,20230831,2023/8/30 23:58,13417,8849,0.26%,0.0018,0.14%,2023/8/30
219,20230901,2023/8/31 22:22,13413,8813,0.18%,0.0018,0.18%,2023/8/31
219,20230901,2023/8/31 22:22,13415,8819,0.19%,0.0019,0.17%,2023/8/31
219,20230901,2023/8/31 22:22,13416,8832,0.59%,0.0029,0.10%,2023/8/31
219,20230901,2023/8/31 22:22,13417,8849,0.16%,0.0016,0.16%,2023/8/31
219,20230901,2023/8/31 22:22,13418,8854,8.53%,0.0034000000000000002,0.09%,2023/8/31
220,20230902,2023/9/1 23:58,13415,8819,0.16%,0.0016,0.14%,2023/9/1
220,20230902,2023/9/1 23:58,13416,8832,26.91%,0.0062,0.12%,2023/9/1
220,20230902,2023/9/1 23:58,13417,8849,0.18%,0.0017000000000000001,0.12%,2023/9/1
220,20230902,2023/9/1 23:58,13418,8854,22.27%,0.1308,0.10%,2023/9/1
221,20230903,2023/9/2 19:22,13416,8832,9.53%,0.0048,0.10%,2023/9/2
221,20230903,2023/9/2 19:22,13417,8849,0.15%,0.0009,0.05%,2023/9/2
221,20230903,2023/9/2 19:22,13418,8854,22.06%,0.12619999999999998,0.10%,2023/9/2
222,20230904,2023/9/3 23:58,13416,8832,14.68%,0.016399999999999998,0.11%,2023/9/3
222,20230904,2023/9/3 23:58,13417,8849,0.14%,0.0014000000000000002,0.08%,2023/9/3
222,20230904,2023/9/3 23:58,13418,8854,36.29%,0.0794,3.31%,2023/9/3
222,20230904,2023/9/3 23:58,13419,8873,15.75%,0.0034000000000000002,0.09%,2023/9/3
223,20230905,2023/9/4 23:58,13417,8849,0.20%,0.002,0.18%,2023/9/4
223,20230905,2023/9/4 23:58,13418,8854,57.93%,0.0088,0.35%,2023/9/4
223,20230905,2023/9/4 23:58,13419,8873,86.35%,0.1369,0.10%,2023/9/4
223,20230905,2023/9/4 23:58,13420,8857,20.54%,0.0034000000000000002,0.09%,2023/9/4
224,20230906,2023/9/5 23:58,13417,8849,5.17%,0.0167,0.72%,2023/9/5
224,20230906,2023/9/5 23:58,13418,8854,83.13%,0.1298,5.40%,2023/9/5
224,20230906,2023/9/5 23:58,13420,8857,19.13%,0.0582,0.09%,2023/9/5
224,20230906,2023/9/5 23:58,13423,8881,30.51%,0.0034999999999999996,0.09%,2023/9/5
225,20230907,2023/9/6 23:58,13417,8849,81.33%,0.0121,0.53%,2023/9/6
225,20230907,2023/9/6 23:58,13418,8854,5.28%,0.0329,1.40%,2023/9/6
225,20230907,2023/9/6 23:58,13420,8857,38.28%,0.08460000000000001,0.09%,2023/9/6
225,20230907,2023/9/6 23:58,13421,8854,27.39%,0.003,0.15%,2023/9/6
225,20230907,2023/9/6 23:58,13423,8881,0.16%,0.0016,0.16%,2023/9/6
225,20230907,2023/9/6 23:58,13424,8885,11.20%,0.0033,0.09%,2023/9/6
226,20230908,2023/9/7 23:58,13417,8849,86.49%,0.0542,1.71%,2023/9/7
226,20230908,2023/9/7 23:58,13420,8857,25.26%,0.13449999999999998,0.13%,2023/9/7
226,20230908,2023/9/7 23:58,13421,8854,0.25%,0.0017000000000000001,0.17%,2023/9/7
226,20230908,2023/9/7 23:58,13423,8881,0.19%,0.0019,0.19%,2023/9/7
226,20230908,2023/9/7 23:58,13424,8885,2.15%,0.0079,0.10%,2023/9/7
226,20230908,2023/9/7 23:58,13425,8887,17.36%,0.1105,2.95%,2023/9/7
227,20230909,2023/9/8 23:58,13420,8857,1.81%,0.0060999999999999995,0.11%,2023/9/8
227,20230909,2023/9/8 23:58,13421,8854,5.02%,0.0066,0.22%,2023/9/8
227,20230909,2023/9/8 23:58,13423,8881,1.15%,0.0054,0.24%,2023/9/8
227,20230909,2023/9/8 23:58,13424,8885,19.77%,0.0070999999999999995,0.10%,2023/9/8
227,20230909,2023/9/8 23:58,13425,8887,14.98%,0.024700000000000003,0.86%,2023/9/8
227,20230909,2023/9/8 23:58,13426,8889,7.42%,0.0045000000000000005,0.09%,2023/9/8
228,20230910,2023/9/9 23:58,13421,8854,13.55%,0.1186,5.29%,2023/9/9
228,20230910,2023/9/9 23:58,13423,8881,8.33%,0.027999999999999997,0.90%,2023/9/9
228,20230910,2023/9/9 23:58,13424,8885,5.95%,0.021099999999999997,0.69%,2023/9/9
228,20230910,2023/9/9 23:58,13425,8885,39.54%,0.1566,11.92%,2023/9/9
228,20230910,2023/9/9 23:58,13426,8889,8.87%,0.005,0.10%,2023/9/9
229,20230911,2023/9/10 23:58,13423,8881,84.83%,0.029300000000000003,1.11%,2023/9/10
229,20230911,2023/9/10 23:58,13425,8885,22.26%,0.0695,3.94%,2023/9/10
229,20230911,2023/9/10 23:58,13427,8901,10.55%,0.0499,0.09%,2023/9/10
230,20230912,2023/9/11 23:58,13423,8881,81.82%,0.1425,5.29%,2023/9/11
230,20230912,2023/9/11 23:58,13425,8885,56.35%,0.0141,0.69%,2023/9/11
230,20230912,2023/9/11 23:58,13427,8901,3.13%,0.012,0.10%,2023/9/11
230,20230912,2023/9/11 23:58,13429,8914,17.07%,0.0033,0.09%,2023/9/11
230,20230912,2023/9/11 23:58,13430,8926,9.68%,0.0252,0.09%,2023/9/11
230,20230912,2023/9/11 23:58,13431,8923,37.26%,0.183,0.09%,2023/9/11
231,20230913,2023/9/12 23:58,13423,8881,0.12%,0.0011,0.11%,2023/9/12
231,20230913,2023/9/12 23:58,13425,8881,6.62%,0.0158,0.26%,2023/9/12
231,20230913,2023/9/12 23:58,13427,8901,51.03%,0.0405,0.10%,2023/9/12
231,20230913,2023/9/12 23:58,13429,8914,0.18%,0.0017000000000000001,0.12%,2023/9/12
231,20230913,2023/9/12 23:58,13430,8926,19.14%,0.08349999999999999,0.13%,2023/9/12
231,20230913,2023/9/12 23:58,13431,8923,0.13%,0.0013,0.13%,2023/9/12
232,20230914,2023/9/13 23:58,13423,8881,13.12%,0.0633,4.67%,2023/9/13
232,20230914,2023/9/13 23:58,13425,8881,13.90%,0.0213,0.44%,2023/9/13
232,20230914,2023/9/13 23:58,13427,8901,50.84%,0.0702,0.10%,2023/9/13
232,20230914,2023/9/13 23:58,13429,8914,3.57%,0.032,0.24%,2023/9/13
232,20230914,2023/9/13 23:58,13430,8926,23.44%,0.0364,0.11%,2023/9/13
232,20230914,2023/9/13 23:58,13431,8923,0.10%,0.001,0.07%,2023/9/13
232,20230914,2023/9/13 23:58,13433,8928,15.68%,0.0034000000000000002,0.09%,2023/9/13
233,20230915,2023/9/14 23:58,13427,8901,29.82%,0.0034000000000000002,0.10%,2023/9/14
233,20230915,2023/9/14 23:58,13429,8914,69.63%,0.6962999999999999,0.25%,2023/9/14
233,20230915,2023/9/14 23:58,13430,8926,7.06%,0.058499999999999996,0.13%,2023/9/14
233,20230915,2023/9/14 23:58,13431,8923,19.31%,0.07150000000000001,0.10%,2023/9/14
233,20230915,2023/9/14 23:58,13433,8928,0.15%,0.0011,0.10%,2023/9/14
234,20230916,2023/9/15 23:58,13429,8914,72.42%,0.6647,11.69%,2023/9/15
234,20230916,2023/9/15 23:58,13430,8926,0.26%,0.0019,0.10%,2023/9/15
234,20230916,2023/9/15 23:58,13431,8923,27.22%,0.23620000000000002,0.12%,2023/9/15
234,20230916,2023/9/15 23:58,13433,8928,1.51%,0.0039000000000000003,0.11%,2023/9/15
235,20230917,2023/9/16 23:58,13429,8914,34.48%,0.043899999999999995,2.09%,2023/9/16
235,20230917,2023/9/16 23:58,13431,8923,11.68%,0.0908,0.12%,2023/9/16
235,20230917,2023/9/16 23:58,13433,8928,7.37%,0.0083,0.14%,2023/9/16
236,20230918,2023/9/17 23:58,13429,8914,5.24%,0.0207,0.45%,2023/9/17
236,20230918,2023/9/17 23:58,13433,8928,2.57%,0.0108,0.15%,2023/9/17
237,20230919,2023/9/18 20:46,13429,8914,0.18%,0.0015,0.15%,2023/9/18
237,20230919,2023/9/18 20:46,13431,8923,1.95%,0.0025,0.12%,2023/9/18
237,20230919,2023/9/18 20:46,13433,8928,56.12%,0.1957,7.91%,2023/9/18
237,20230919,2023/9/18 20:46,13435,8953,25.55%,0.0392,1.01%,2023/9/18
237,20230919,2023/9/18 20:46,13436,8940,29.42%,0.0033,0.09%,2023/9/18
238,20230920,2023/9/19 23:58,13429,8914,85.77%,0.2676,11.52%,2023/9/19
238,20230920,2023/9/19 23:58,13431,8923,25.57%,0.075,0.12%,2023/9/19
238,20230920,2023/9/19 23:58,13433,8928,0.08%,0.0006,0.04%,2023/9/19
238,20230920,2023/9/19 23:58,13435,8953,0.54%,0.0026,0.14%,2023/9/19
238,20230920,2023/9/19 23:58,13436,8940,2.63%,0.0029,0.10%,2023/9/19
238,20230920,2023/9/19 23:58,13437,8969,2.44%,0.0115,0.09%,2023/9/19
238,20230920,2023/9/19 23:58,13439,8961,11.57%,0.0417,0.09%,2023/9/19
238,20230920,2023/9/19 23:58,13440,8967,14.05%,0.0033,0.09%,2023/9/19
239,20230921,2023/9/20 23:58,13433,8928,0.25%,0.002,0.20%,2023/9/20
239,20230921,2023/9/20 23:58,13435,8953,0.15%,0.0014000000000000002,0.14%,2023/9/20
239,20230921,2023/9/20 23:58,13436,8940,0.19%,0.0019,0.19%,2023/9/20
239,20230921,2023/9/20 23:58,13437,8969,0.14%,0.0014000000000000002,0.14%,2023/9/20
239,20230921,2023/9/20 23:58,13439,8961,0.14%,0.0014000000000000002,0.14%,2023/9/20
239,20230921,2023/9/20 23:58,13440,8967,0.15%,0.0015,0.10%,2023/9/20
239,20230921,2023/9/20 23:58,13441,8981,88.89%,0.6478,64.78%,2023/9/20
240,20230922,2023/9/21 19:58,13433,8928,0.14%,0.0011,0.11%,2023/9/21
240,20230922,2023/9/21 19:58,13435,8953,12.50%,0.041100000000000005,0.79%,2023/9/21
240,20230922,2023/9/21 19:58,13437,8969,0.13%,0.0013,0.09%,2023/9/21
240,20230922,2023/9/21 19:58,13439,8961,0.16%,0.0016,0.10%,2023/9/21
240,20230922,2023/9/21 19:58,13440,8967,5.70%,0.009899999999999999,0.11%,2023/9/21
240,20230922,2023/9/21 19:58,13441,8981,56.86%,0.0323,0.10%,2023/9/21
240,20230922,2023/9/21 19:58,13442,8972,30.74%,0.2988,9.10%,2023/9/21
241,20230923,2023/9/22 23:58,13433,8928,3.13%,0.0083,0.09%,2023/9/22
241,20230923,2023/9/22 23:58,13435,8953,99.73%,0.9973000000000001,99.56%,2023/9/22
241,20230923,2023/9/22 23:58,13439,8961,0.17%,0.0017000000000000001,0.10%,2023/9/22
241,20230923,2023/9/22 23:58,13440,8967,1.93%,0.0045000000000000005,0.14%,2023/9/22
241,20230923,2023/9/22 23:58,13441,8981,0.20%,0.002,0.10%,2023/9/22
241,20230923,2023/9/22 23:58,13442,8972,15.68%,0.0282,0.55%,2023/9/22
241,20230923,2023/9/22 23:58,13443,8952,3.81%,0.0078000000000000005,0.35%,2023/9/22
242,20230924,2023/9/23 23:58,13435,8953,1.32%,0.0044,0.21%,2023/9/23
242,20230924,2023/9/23 23:58,13439,8961,24.32%,0.15869999999999998,0.10%,2023/9/23
242,20230924,2023/9/23 23:58,13440,8967,5.98%,0.0034999999999999996,0.11%,2023/9/23
242,20230924,2023/9/23 23:58,13441,8981,5.73%,0.0152,0.10%,2023/9/23
242,20230924,2023/9/23 23:58,13442,8972,35.48%,0.0191,0.29%,2023/9/23
242,20230924,2023/9/23 23:58,13443,8952,19.17%,0.1506,7.26%,2023/9/23
242,20230924,2023/9/23 23:58,13446,8985,12.61%,0.0034000000000000002,0.09%,2023/9/23
243,20230925,2023/9/24 23:58,13435,8953,83.62%,0.2441,14.94%,2023/9/24
243,20230925,2023/9/24 23:58,13439,8961,39.89%,0.278,0.11%,2023/9/24
243,20230925,2023/9/24 23:58,13440,8967,7.03%,0.032400000000000005,0.15%,2023/9/24
243,20230925,2023/9/24 23:58,13441,8981,0.16%,0.0016,0.16%,2023/9/24
243,20230925,2023/9/24 23:58,13442,8972,58.54%,0.1036,0.27%,2023/9/24
243,20230925,2023/9/24 23:58,13443,8952,37.52%,0.233,9.71%,2023/9/24
243,20230925,2023/9/24 23:58,13445,8972,6.35%,0.0159,0.55%,2023/9/24
243,20230925,2023/9/24 23:58,13446,8985,6.38%,0.0022,0.10%,2023/9/24
244,20230926,2023/9/25 23:58,13435,8953,0.48%,0.0023,0.19%,2023/9/25
244,20230926,2023/9/25 23:58,13439,8961,29.14%,0.12990000000000002,0.13%,2023/9/25
244,20230926,2023/9/25 23:58,13440,8967,85.37%,0.0036,0.14%,2023/9/25
244,20230926,2023/9/25 23:58,13445,8972,29.38%,0.1234,11.46%,2023/9/25
244,20230926,2023/9/25 23:58,13446,8985,6.64%,0.0217,0.10%,2023/9/25
245,20230927,2023/9/26 23:58,13435,8953,9.54%,0.0433,1.64%,2023/9/26
245,20230927,2023/9/26 23:58,13439,8961,26.08%,0.1245,0.12%,2023/9/26
245,20230927,2023/9/26 23:58,13440,8967,4.11%,0.0073,0.13%,2023/9/26
245,20230927,2023/9/26 23:58,13445,8972,0.20%,0.002,0.13%,2023/9/26
245,20230927,2023/9/26 23:58,13446,8985,21.44%,0.0446,0.12%,2023/9/26
245,20230927,2023/9/26 23:58,13447,8996,20.46%,0.0036,0.09%,2023/9/26
245,20230927,2023/9/26 23:58,13448,8998,14.11%,0.0038,0.09%,2023/9/26
246,20230928,2023/9/27 23:58,13435,8953,0.16%,0.0016,0.16%,2023/9/27
246,20230928,2023/9/27 23:58,13439,8961,2.29%,0.0044,0.10%,2023/9/27
246,20230928,2023/9/27 23:58,13440,8967,0.31%,0.0018,0.10%,2023/9/27
246,20230928,2023/9/27 23:58,13445,8972,4.70%,0.0204,0.52%,2023/9/27
246,20230928,2023/9/27 23:58,13447,8996,3.27%,0.0115,0.11%,2023/9/27
246,20230928,2023/9/27 23:58,13448,8998,0.15%,0.0015,0.15%,2023/9/27
246,20230928,2023/9/27 23:58,13449,9000,29.78%,0.0033,0.09%,2023/9/27
247,20230929,2023/9/28 23:58,13440,8967,3.75%,0.0079,0.14%,2023/9/28
247,20230929,2023/9/28 23:58,13445,8972,35.83%,0.1133,2.11%,2023/9/28
247,20230929,2023/9/28 23:58,13447,8996,3.30%,0.0027,0.17%,2023/9/28
247,20230929,2023/9/28 23:58,13448,8998,1.31%,0.0063,0.28%,2023/9/28
247,20230929,2023/9/28 23:58,13449,9000,0.11%,0.001,0.09%,2023/9/28
247,20230929,2023/9/28 23:58,13450,9009,16%,0.0033,0.09%,2023/9/28
248,20230930,2023/9/29 23:58,13445,8972,13.20%,0.1202,4.89%,2023/9/29
248,20230930,2023/9/29 23:58,13447,8996,1.41%,0.0043,0.10%,2023/9/29
248,20230930,2023/9/29 23:58,13448,8998,0.11%,0.0008,0.08%,2023/9/29
248,20230930,2023/9/29 23:58,13449,9000,85.87%,0.07150000000000001,0.10%,2023/9/29
248,20230930,2023/9/29 23:58,13450,9009,17.14%,0.0726,0.10%,2023/9/29
249,20231001,2023/9/30 23:58,13447,8996,0.13%,0.0008,0.08%,2023/9/30
249,20231001,2023/9/30 23:58,13448,8998,0.22%,0.0017000000000000001,0.09%,2023/9/30
249,20231001,2023/9/30 23:58,13450,9009,16.86%,0.04019999999999999,0.35%,2023/9/30
250,20231002,2023/10/1 23:58,13448,8998,0.12%,0.0008,0.05%,2023/10/1
250,20231002,2023/10/1 23:58,13450,9009,3.64%,0.006,0.20%,2023/10/1
250,20231002,2023/10/1 23:58,13451,9022,27.96%,0.0379,1.76%,2023/10/1
251,20231003,2023/10/2 23:58,13448,8998,82.47%,0.0242,1.09%,2023/10/2
251,20231003,2023/10/2 23:58,13450,9009,1.99%,0.0076,0.34%,2023/10/2
251,20231003,2023/10/2 23:58,13451,9022,25.17%,0.1401,9.98%,2023/10/2
251,20231003,2023/10/2 23:58,13454,9027,9.68%,0.0479,0.09%,2023/10/2
252,20231004,2023/10/3 23:58,13448,8998,37.46%,0.20920000000000002,8.58%,2023/10/3
252,20231004,2023/10/3 23:58,13450,9009,83.78%,0.1782,2.80%,2023/10/3
252,20231004,2023/10/3 23:58,13451,9022,9.18%,0.0053,0.23%,2023/10/3
252,20231004,2023/10/3 23:58,13452,9022,25.27%,0.2036,10.57%,2023/10/3
252,20231004,2023/10/3 23:58,13454,9027,0.19%,0.0019,0.10%,2023/10/3
252,20231004,2023/10/3 23:58,13455,9030,7.39%,0.0034000000000000002,0.09%,2023/10/3
253,20231005,2023/10/4 23:58,13448,8998,23.51%,0.0255,1.20%,2023/10/4
253,20231005,2023/10/4 23:58,13450,9009,84.60%,0.0223,0.68%,2023/10/4
253,20231005,2023/10/4 23:58,13452,9022,6.05%,0.0504,1.33%,2023/10/4
253,20231005,2023/10/4 23:58,13454,9027,0.16%,0.0016,0.10%,2023/10/4
253,20231005,2023/10/4 23:58,13455,9022,9.66%,0.0481,1.03%,2023/10/4
254,20231006,2023/10/5 23:58,13448,8998,17.09%,0.1041,4.47%,2023/10/5
254,20231006,2023/10/5 23:58,13450,9009,81.19%,0.27390000000000003,16.16%,2023/10/5
