"20230616","gev_20230616_0347","2023/06/16 03:47:00","03:58:00","03:54:00","C2.5","S12W89","13327","20230616"
"20230616","gev_20230616_0521","2023/06/16 05:21:00","05:41:00","05:30:00","M1.0","N17E69","13337","20230616"
"20230616","gev_20230616_0609","2023/06/16 06:09:00","06:32:00","06:19:00","C3.2","S13W89","13327","20230616"
"20230616","gev_20230616_0849","2023/06/16 08:49:00","09:11:00","09:04:00","C3.6","N21W89","13329","20230616"
"20230616","gev_20230616_1020","2023/06/16 10:20:00","11:01:40","10:38:00","M1.1","N13E65","13338","20230616"
"20230616","gev_20230616_1316","2023/06/16 13:16:00","13:30:00","13:24:00","C2.8","S24W43","13331","20230616"
"20230616","gev_20230616_1612","2023/06/16 16:12:00","16:22:00","16:16:00","C1.8","N24W89","13329","20230616"
"20230616","gev_20230616_1952","2023/06/16 19:52:00","20:07:00","19:59:00","M1.0","S24W46","13331","20230616"
"20230616","gev_20230616_2134","2023/06/16 21:34:00","21:48:00","21:41:00","C2.2","S13E45","13335","20230616"
"20230616","gev_20230616_1316","2023/06/16 13:16:00","13:30:00","13:24:00","C2.8","S24W43","13331","20230616"
"20230616","gev_20230616_1612","2023/06/16 16:12:00","16:22:00","16:16:00","C1.8","N24W89","13329","20230616"
"20230616","gev_20230616_1952","2023/06/16 19:52:00","20:07:00","19:59:00","M1.0","S24W46","13331","20230616"
"20230616","gev_20230616_2134","2023/06/16 21:34:00","21:48:00","21:41:00","C2.2","S13E45","13335","20230616"
"20230617","gev_20230617_0127","2023/06/17 01:27:00","01:59:00","01:39:00","C1.7","S15E38","13335","20230617"
"20230617","gev_20230617_0211","2023/06/17 02:11:00","02:30:00","02:20:00","C1.4","N23E89","N23E89  (  )","20230617"
"20230617","gev_20230617_0256","2023/06/17 02:56:00","03:12:00","03:01:00","C1.3","S10E06","13333","20230617"
"20230617","gev_20230617_0528","2023/06/17 05:28:00","05:58:00","05:48:00","C1.5","N22E89","N22E89  (  )","20230617"
"20230617","gev_20230617_0558","2023/06/17 05:58:00","06:25:00","06:10:00","C1.5","S25W52","13331","20230617"
"20230617","gev_20230617_0809","2023/06/17 08:09:00","08:44:02","08:20:00","C1.8","S24E39","13336","20230617"
"20230617","gev_20230617_0918","2023/06/17 09:18:00","09:35:00","09:26:00","C1.2","S21E34","13336","20230617"
"20230617","gev_20230617_0935","2023/06/17 09:35:00","09:52:00","09:42:00","C1.3","S18E80","S18E80","20230617"
"20230617","gev_20230617_1008","2023/06/17 10:08:00","11:45:00","10:59:00","C3.1","S22E89","S22E89","20230617"
"20230617","gev_20230617_1247","2023/06/17 12:47:00","12:59:00","12:51:00","C2.0","S15E28","13335","20230617"
"20230617","gev_20230617_1315","2023/06/17 13:15:00","13:25:00","13:19:00","C1.9","S18E83","S18E83","20230617"
"20230617","gev_20230617_1402","2023/06/17 14:02:00","14:07:00","14:04:00","C1.8","N13E54","13338","20230617"
"20230617","gev_20230617_1506","2023/06/17 15:06:00","15:36:00","15:22:00","C2.2","S13E00","13333","20230617"
"20230617","gev_20230617_1607","2023/06/17 16:07:00","16:21:00","16:14:00","C2.3","S18E80","S18E80","20230617"
"20230617","gev_20230617_1653","2023/06/17 16:53:00","17:05:00","16:57:00","C4.4","S17E25","13335","20230617"
"20230617","gev_20230617_2150","2023/06/17 21:50:00","22:09:00","22:02:00","C1.7","N21E78","N21E78","20230617"
"20230617","gev_20230617_1607","2023/06/17 16:07:00","16:21:00","16:14:00","C2.3","S18E80","13339","20230617"
"20230617","gev_20230617_1653","2023/06/17 16:53:00","17:05:00","16:57:00","C4.4","S17E25","13335","20230617"
"20230617","gev_20230617_2150","2023/06/17 21:50:00","22:09:00","22:02:00","C1.7","N21E78","N21E78","20230617"
"20230617","gev_20230617_2346","2023/06/17 23:46:00","00:20:05","23:54:00","C2.1","S18E74","13339","20230617"
"20230618","gev_20230618_0003","2023/06/18 00:03:00","00:18:00","00:12:00","C2.0","S15E20","13335","20230618"
